Site Name ,STRT,,,
Site Number ,1,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11620,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
623,24/06/2020 , 01:17:08,30,30
624,24/06/2020 , 01:32:08,26,26
625,24/06/2020 , 01:47:08,22,22
626,24/06/2020 , 02:02:08,18,18
627,24/06/2020 , 02:17:08,16,16
628,24/06/2020 , 02:32:08,16,16
629,24/06/2020 , 02:47:08,21,21
630,24/06/2020 , 03:02:08,29,29
631,24/06/2020 , 03:17:08,48,48
632,24/06/2020 , 03:32:08,63,63
633,24/06/2020 , 03:47:08,126,126
634,24/06/2020 , 04:02:08,252,252
635,24/06/2020 , 04:17:08,371,371
636,24/06/2020 , 04:32:08,403,403
637,24/06/2020 , 04:47:08,607,607
638,24/06/2020 , 05:02:08,670,670
639,24/06/2020 , 05:17:08,678,678
640,24/06/2020 , 05:32:08,660,660
641,24/06/2020 , 05:47:08,668,668
642,24/06/2020 , 06:02:08,723,723
643,24/06/2020 , 06:17:08,856,856
644,24/06/2020 , 06:32:08,874,874
645,24/06/2020 , 06:47:08,964,964
646,24/06/2020 , 07:02:08,1284,1284
647,24/06/2020 , 07:17:08,1608,1608
648,24/06/2020 , 07:32:08,2305,2305
649,24/06/2020 , 07:47:08,2778,2778
650,24/06/2020 , 08:02:08,2841,2841
651,24/06/2020 , 08:17:08,3598,3598
652,24/06/2020 , 08:32:08,4749,4749
653,24/06/2020 , 08:47:08,4285,4285
654,24/06/2020 , 09:02:08,3875,3875
655,24/06/2020 , 09:17:08,5147,5147
656,24/06/2020 , 09:32:08,7687,7687
657,24/06/2020 , 09:47:08,8701,8701
658,24/06/2020 , 10:02:08,11660,11660
659,24/06/2020 , 10:17:08,10748,10748
660,24/06/2020 , 10:32:08,10102,10102
661,24/06/2020 , 10:47:08,12399,12399
662,24/06/2020 , 11:02:08,14747,14747
663,24/06/2020 , 11:17:08,17230,17230
664,24/06/2020 , 11:32:08,18673,18673
665,24/06/2020 , 11:47:08,11655,11655
666,24/06/2020 , 12:02:08,11984,11984
667,24/06/2020 , 12:17:08,14980,14980
668,24/06/2020 , 12:32:08,14181,14181
669,24/06/2020 , 12:47:08,12161,12161
670,24/06/2020 , 13:02:08,13063,13063
671,24/06/2020 , 13:17:08,15141,15141
672,24/06/2020 , 13:32:08,19172,19172
673,24/06/2020 , 13:47:08,20349,20349
674,24/06/2020 , 14:02:08,19618,19618
675,24/06/2020 , 14:17:08,17842,17842
676,24/06/2020 , 14:32:08,19381,19381
677,24/06/2020 , 14:47:08,19700,19700
678,24/06/2020 , 15:02:08,18772,18772
679,24/06/2020 , 15:17:08,16829,16829
680,24/06/2020 , 15:32:08,15902,15902
681,24/06/2020 , 15:47:08,16910,16910
682,24/06/2020 , 16:02:08,16447,16447
683,24/06/2020 , 16:17:08,20787,20787
684,24/06/2020 , 16:32:08,29989,29989
685,24/06/2020 , 16:47:08,33180,33180
686,24/06/2020 , 17:02:08,29229,29229
687,24/06/2020 , 17:17:08,24045,24045
688,24/06/2020 , 17:32:08,24403,24403
689,24/06/2020 , 17:47:08,13087,13087
690,24/06/2020 , 18:02:08,19402,19402
691,24/06/2020 , 18:17:08,19944,19944
692,24/06/2020 , 18:32:08,13048,13048
693,24/06/2020 , 18:47:08,12986,12986
694,24/06/2020 , 19:02:08,11985,11985
695,24/06/2020 , 19:17:08,10868,10868
696,24/06/2020 , 19:32:08,10394,10394
697,24/06/2020 , 19:47:08,8659,8659
698,24/06/2020 , 20:02:08,7097,7097
699,24/06/2020 , 20:17:08,6828,6828
700,24/06/2020 , 20:32:08,6187,6187
701,24/06/2020 , 20:47:08,5606,5606
702,24/06/2020 , 21:02:08,5666,5666
703,24/06/2020 , 21:17:08,4949,4949
704,24/06/2020 , 21:32:08,3960,3960
705,24/06/2020 , 21:47:08,3343,3343
706,24/06/2020 , 22:02:08,2600,2600
707,24/06/2020 , 22:17:08,2040,2040
708,24/06/2020 , 22:32:08,1926,1926
709,24/06/2020 , 22:47:08,1508,1508
710,24/06/2020 , 23:02:08,1088,1088
711,24/06/2020 , 23:17:08,851,851
712,24/06/2020 , 23:32:08,687,687
713,24/06/2020 , 23:47:08,524,524
714,25/06/2020 , 00:02:08,399,399
715,25/06/2020 , 00:17:08,286,286
716,25/06/2020 , 00:32:08,207,207
717,25/06/2020 , 00:47:08,163,163
718,25/06/2020 , 01:02:08,129,129
719,25/06/2020 , 01:17:08,106,106
720,25/06/2020 , 01:32:08,93,93
721,25/06/2020 , 01:47:08,89,89
722,25/06/2020 , 02:02:08,90,90
723,25/06/2020 , 02:17:08,95,95
724,25/06/2020 , 02:32:08,108,108
725,25/06/2020 , 02:47:08,130,130
726,25/06/2020 , 03:02:08,168,168
727,25/06/2020 , 03:17:08,199,199
728,25/06/2020 , 03:32:08,237,237
729,25/06/2020 , 03:47:08,316,316
730,25/06/2020 , 04:02:08,436,436
731,25/06/2020 , 04:17:08,602,602
732,25/06/2020 , 04:32:08,756,756
733,25/06/2020 , 04:47:08,932,932
734,25/06/2020 , 05:02:08,1148,1148
735,25/06/2020 , 05:17:08,1332,1332
736,25/06/2020 , 05:32:08,1585,1585
737,25/06/2020 , 05:47:08,1947,1947
738,25/06/2020 , 06:02:08,2551,2551
739,25/06/2020 , 06:17:08,3399,3399
740,25/06/2020 , 06:32:08,4506,4506
741,25/06/2020 , 06:47:08,5926,5926
742,25/06/2020 , 07:02:08,7180,7180
743,25/06/2020 , 07:17:08,9662,9662
744,25/06/2020 , 07:32:08,12227,12227
745,25/06/2020 , 07:47:08,17647,17647
746,25/06/2020 , 08:02:08,18148,18148
747,25/06/2020 , 08:17:08,20188,20188
748,25/06/2020 , 08:32:08,20483,20483
749,25/06/2020 , 08:47:08,22942,22942
750,25/06/2020 , 09:02:08,26052,26052
751,25/06/2020 , 09:17:08,27176,27176
752,25/06/2020 , 09:32:08,27616,27616
753,25/06/2020 , 09:47:08,31078,31078
754,25/06/2020 , 10:02:08,32485,32485
755,25/06/2020 , 10:17:08,34122,34122
756,25/06/2020 , 10:32:08,35574,35574
757,25/06/2020 , 10:47:08,36279,36279
758,25/06/2020 , 11:02:08,34559,34559
759,25/06/2020 , 11:17:08,35822,35822
760,25/06/2020 , 11:32:08,37964,37964
761,25/06/2020 , 11:47:08,36761,36761
762,25/06/2020 , 12:02:08,41252,41252
763,25/06/2020 , 12:17:08,30893,30893
764,25/06/2020 , 12:32:08,23950,23950
765,25/06/2020 , 12:47:08,28282,28282
766,25/06/2020 , 13:02:08,13931,13931
767,25/06/2020 , 13:17:08,21148,21148
768,25/06/2020 , 13:32:08,17907,17907
769,25/06/2020 , 13:47:08,15301,15301
770,25/06/2020 , 14:02:08,19069,19069
771,25/06/2020 , 14:17:08,30777,30777
772,25/06/2020 , 14:32:08,22480,22480
773,25/06/2020 , 14:47:08,21322,21322
774,25/06/2020 , 15:02:08,16770,16770
775,25/06/2020 , 15:17:08,18232,18232
776,25/06/2020 , 15:32:08,20679,20679
777,25/06/2020 , 15:47:08,16482,16482
778,25/06/2020 , 16:02:08,11393,11393
779,25/06/2020 , 16:17:08,8051,8051
780,25/06/2020 , 16:32:08,5445,5445
781,25/06/2020 , 16:47:08,5273,5273
782,25/06/2020 , 17:02:08,6111,6111
783,25/06/2020 , 17:17:08,11259,11259
784,25/06/2020 , 17:32:08,20267,20267
785,25/06/2020 , 17:47:08,15941,15941
786,25/06/2020 , 18:02:08,27972,27972
787,25/06/2020 , 18:17:08,28439,28439
788,25/06/2020 , 18:32:08,17620,17620
789,25/06/2020 , 18:47:08,4053,4053
790,25/06/2020 , 19:02:08,5602,5602
791,25/06/2020 , 19:17:08,6419,6419
792,25/06/2020 , 19:32:08,8735,8735
793,25/06/2020 , 19:47:08,8461,8461
794,25/06/2020 , 20:02:08,5340,5340
795,25/06/2020 , 20:17:08,3451,3451
796,25/06/2020 , 20:32:08,2741,2741
797,25/06/2020 , 20:47:08,3121,3121
798,25/06/2020 , 21:02:08,3650,3650
799,25/06/2020 , 21:17:08,3903,3903
800,25/06/2020 , 21:32:08,3854,3854
801,25/06/2020 , 21:47:08,3471,3471
802,25/06/2020 , 22:02:08,3243,3243
803,25/06/2020 , 22:17:08,3271,3271
804,25/06/2020 , 22:32:08,2463,2463
805,25/06/2020 , 22:47:08,1597,1597
806,25/06/2020 , 23:02:08,1151,1151
807,25/06/2020 , 23:17:08,916,916
808,25/06/2020 , 23:32:08,763,763
809,25/06/2020 , 23:47:08,620,620
810,26/06/2020 , 00:02:08,485,485
811,26/06/2020 , 00:17:08,408,408
812,26/06/2020 , 00:32:08,358,358
813,26/06/2020 , 00:47:08,243,243
814,26/06/2020 , 01:02:08,178,178
815,26/06/2020 , 01:17:08,145,145
816,26/06/2020 , 01:32:08,117,117
817,26/06/2020 , 01:47:08,73,73
818,26/06/2020 , 02:02:08,67,67
819,26/06/2020 , 02:17:08,83,83
820,26/06/2020 , 02:32:08,102,102
821,26/06/2020 , 02:47:08,131,131
822,26/06/2020 , 03:02:08,175,175
823,26/06/2020 , 03:17:08,228,228
824,26/06/2020 , 03:32:08,282,282
825,26/06/2020 , 03:47:08,374,374
826,26/06/2020 , 04:02:08,493,493
827,26/06/2020 , 04:17:08,624,624
828,26/06/2020 , 04:32:08,754,754
829,26/06/2020 , 04:47:08,888,888
830,26/06/2020 , 05:02:08,1016,1016
831,26/06/2020 , 05:17:08,1172,1172
832,26/06/2020 , 05:32:08,1320,1320
833,26/06/2020 , 05:47:08,1476,1476
834,26/06/2020 , 06:02:08,1683,1683
835,26/06/2020 , 06:17:08,1957,1957
836,26/06/2020 , 06:32:08,2996,2996
837,26/06/2020 , 06:47:08,8044,8044
838,26/06/2020 , 07:02:08,14433,14433
839,26/06/2020 , 07:17:08,15312,15312
840,26/06/2020 , 07:32:08,18044,18044
841,26/06/2020 , 07:47:08,19414,19414
842,26/06/2020 , 08:02:08,20955,20955
843,26/06/2020 , 08:17:08,22539,22539
844,26/06/2020 , 08:32:08,24040,24040
845,26/06/2020 , 08:47:08,25551,25551
846,26/06/2020 , 09:02:08,26994,26994
847,26/06/2020 , 09:17:08,28375,28375
848,26/06/2020 , 09:32:08,29785,29785
849,26/06/2020 , 09:47:08,31137,31137
850,26/06/2020 , 10:02:08,32389,32389
851,26/06/2020 , 10:17:08,33610,33610
852,26/06/2020 , 10:32:08,35063,35063
853,26/06/2020 , 10:47:08,36625,36625
854,26/06/2020 , 11:02:08,36040,36040
855,26/06/2020 , 11:17:08,38153,38153
856,26/06/2020 , 11:32:08,39054,39054
857,26/06/2020 , 11:47:08,33637,33637
858,26/06/2020 , 12:02:08,38398,38398
859,26/06/2020 , 12:17:08,36604,36604
860,26/06/2020 , 12:32:08,42205,42205
861,26/06/2020 , 12:47:08,42797,42797
862,26/06/2020 , 13:02:08,44160,44160
863,26/06/2020 , 13:17:08,43363,43363
864,26/06/2020 , 13:32:08,45274,45274
865,26/06/2020 , 13:47:08,37465,37465
866,26/06/2020 , 14:02:08,25101,25101
867,26/06/2020 , 14:17:08,45857,45857
868,26/06/2020 , 14:32:08,37985,37985
869,26/06/2020 , 14:47:08,42905,42905
870,26/06/2020 , 15:02:08,42119,42119
871,26/06/2020 , 15:17:08,33643,33643
872,26/06/2020 , 15:32:08,25699,25699
873,26/06/2020 , 15:47:08,12260,12260
874,26/06/2020 , 16:02:08,40845,40845
875,26/06/2020 , 16:17:08,35890,35890
876,26/06/2020 , 16:32:08,39178,39178
877,26/06/2020 , 16:47:08,42595,42595
878,26/06/2020 , 17:02:08,25300,25300
879,26/06/2020 , 17:17:08,18514,18514
880,26/06/2020 , 17:32:08,32972,32972
881,26/06/2020 , 17:47:08,11508,11508
882,26/06/2020 , 18:02:08,26400,26400
883,26/06/2020 , 18:17:08,22293,22293
884,26/06/2020 , 18:32:08,17100,17100
885,26/06/2020 , 18:47:08,7937,7937
886,26/06/2020 , 19:02:08,7270,7270
887,26/06/2020 , 19:17:08,6293,6293
888,26/06/2020 , 19:32:08,10509,10509
889,26/06/2020 , 19:47:08,11576,11576
890,26/06/2020 , 20:02:08,3986,3986
891,26/06/2020 , 20:17:08,2833,2833
892,26/06/2020 , 20:32:08,2593,2593
893,26/06/2020 , 20:47:08,2563,2563
894,26/06/2020 , 21:02:08,2682,2682
895,26/06/2020 , 21:17:08,2583,2583
896,26/06/2020 , 21:32:08,2199,2199
897,26/06/2020 , 21:47:08,3815,3815
898,26/06/2020 , 22:02:08,3941,3941
899,26/06/2020 , 22:17:08,3232,3232
900,26/06/2020 , 22:32:08,2473,2473
901,26/06/2020 , 22:47:08,1444,1444
902,26/06/2020 , 23:02:08,1114,1114
903,26/06/2020 , 23:17:08,938,938
904,26/06/2020 , 23:32:08,790,790
905,26/06/2020 , 23:47:08,647,647
906,27/06/2020 , 00:02:08,536,536
907,27/06/2020 , 00:17:08,465,465
908,27/06/2020 , 00:32:08,321,321
909,27/06/2020 , 00:47:08,229,229
910,27/06/2020 , 01:02:08,172,172
911,27/06/2020 , 01:17:08,131,131
912,27/06/2020 , 01:32:08,113,113
913,27/06/2020 , 01:47:08,110,110
914,27/06/2020 , 02:02:08,99,99
915,27/06/2020 , 02:17:08,104,104
916,27/06/2020 , 02:32:08,129,129
917,27/06/2020 , 02:47:08,151,151
918,27/06/2020 , 03:02:08,192,192
919,27/06/2020 , 03:17:08,250,250
920,27/06/2020 , 03:32:08,324,324
921,27/06/2020 , 03:47:08,434,434
922,27/06/2020 , 04:02:08,587,587
923,27/06/2020 , 04:17:08,715,715
924,27/06/2020 , 04:32:08,836,836
925,27/06/2020 , 04:47:08,988,988
926,27/06/2020 , 05:02:08,1400,1400
927,27/06/2020 , 05:17:08,2068,2068
928,27/06/2020 , 05:32:08,2648,2648
929,27/06/2020 , 05:47:08,2682,2682
930,27/06/2020 , 06:02:08,2697,2697
931,27/06/2020 , 06:17:08,2217,2217
932,27/06/2020 , 06:32:08,2513,2513
933,27/06/2020 , 06:47:08,5915,5915
934,27/06/2020 , 07:02:08,8168,8168
935,27/06/2020 , 07:17:08,7941,7941
936,27/06/2020 , 07:32:08,9274,9274
937,27/06/2020 , 07:47:08,8196,8196
938,27/06/2020 , 08:02:08,14081,14081
939,27/06/2020 , 08:17:08,25245,25245
940,27/06/2020 , 08:32:08,16628,16628
941,27/06/2020 , 08:47:08,14254,14254
942,27/06/2020 , 09:02:08,19884,19884
943,27/06/2020 , 09:17:08,28437,28437
944,27/06/2020 , 09:32:08,29678,29678
945,27/06/2020 , 09:47:08,31103,31103
946,27/06/2020 , 10:02:08,33109,33109
947,27/06/2020 , 10:17:08,36172,36172
948,27/06/2020 , 10:32:08,36597,36597
949,27/06/2020 , 10:47:08,12616,12616
950,27/06/2020 , 11:02:08,11742,11742
951,27/06/2020 , 11:17:08,13185,13185
952,27/06/2020 , 11:32:08,30940,30940
953,27/06/2020 , 11:47:08,15266,15266
954,27/06/2020 , 12:02:08,41206,41206
955,27/06/2020 , 12:17:08,29940,29940
956,27/06/2020 , 12:32:08,40502,40502
957,27/06/2020 , 12:47:08,30136,30136
958,27/06/2020 , 13:02:08,45364,45364
959,27/06/2020 , 13:17:08,20337,20337
960,27/06/2020 , 13:32:08,42206,42206
961,27/06/2020 , 13:47:08,44291,44291
962,27/06/2020 , 14:02:08,33687,33687
963,27/06/2020 , 14:17:08,24341,24341
964,27/06/2020 , 14:32:08,25697,25697
965,27/06/2020 , 14:47:08,36800,36800
966,27/06/2020 , 15:02:08,11133,11133
967,27/06/2020 , 15:17:08,37309,37309
968,27/06/2020 , 15:32:08,47255,47255
969,27/06/2020 , 15:47:08,44592,44592
970,27/06/2020 , 16:02:08,30666,30666
971,27/06/2020 , 16:17:08,41917,41917
972,27/06/2020 , 16:32:08,38610,38610
973,27/06/2020 , 16:47:08,36313,36313
974,27/06/2020 , 17:02:08,31634,31634
975,27/06/2020 , 17:17:08,31495,31495
976,27/06/2020 , 17:32:08,22176,22176
977,27/06/2020 , 17:47:08,9995,9995
978,27/06/2020 , 18:02:08,9635,9635
979,27/06/2020 , 18:17:08,23280,23280
980,27/06/2020 , 18:32:08,13895,13895
981,27/06/2020 , 18:47:08,11045,11045
982,27/06/2020 , 19:02:08,6788,6788
983,27/06/2020 , 19:17:08,5980,5980
984,27/06/2020 , 19:32:08,7773,7773
985,27/06/2020 , 19:47:08,10590,10590
986,27/06/2020 , 20:02:08,4982,4982
987,27/06/2020 , 20:17:08,4195,4195
988,27/06/2020 , 20:32:08,3980,3980
989,27/06/2020 , 20:47:08,3857,3857
990,27/06/2020 , 21:02:08,3710,3710
991,27/06/2020 , 21:17:08,3444,3444
992,27/06/2020 , 21:32:08,3159,3159
993,27/06/2020 , 21:47:08,3197,3197
994,27/06/2020 , 22:02:08,2983,2983
995,27/06/2020 , 22:17:08,2665,2665
996,27/06/2020 , 22:32:08,2465,2465
997,27/06/2020 , 22:47:08,1824,1824
998,27/06/2020 , 23:02:08,1515,1515
999,27/06/2020 , 23:17:08,1378,1378
1000,27/06/2020 , 23:32:08,1090,1090
1001,27/06/2020 , 23:47:08,810,810
1002,28/06/2020 , 00:02:08,570,570
1003,28/06/2020 , 00:17:08,365,365
1004,28/06/2020 , 00:32:08,238,238
1005,28/06/2020 , 00:47:08,163,163
1006,28/06/2020 , 01:02:08,124,124
1007,28/06/2020 , 01:17:08,102,102
1008,28/06/2020 , 01:32:08,86,86
1009,28/06/2020 , 01:47:08,77,77
1010,28/06/2020 , 02:02:08,77,77
1011,28/06/2020 , 02:17:08,83,83
1012,28/06/2020 , 02:32:08,97,97
1013,28/06/2020 , 02:47:08,118,118
1014,28/06/2020 , 03:02:08,141,141
1015,28/06/2020 , 03:17:08,182,182
1016,28/06/2020 , 03:32:08,260,260
1017,28/06/2020 , 03:47:08,347,347
1018,28/06/2020 , 04:02:08,443,443
1019,28/06/2020 , 04:17:08,766,766
1020,28/06/2020 , 04:32:08,1300,1300
1021,28/06/2020 , 04:47:08,1955,1955
1022,28/06/2020 , 05:02:08,2060,2060
1023,28/06/2020 , 05:17:08,2194,2194
1024,28/06/2020 , 05:32:08,2508,2508
1025,28/06/2020 , 05:47:08,2382,2382
1026,28/06/2020 , 06:02:08,2277,2277
1027,28/06/2020 , 06:17:08,2470,2470
1028,28/06/2020 , 06:32:08,2717,2717
1029,28/06/2020 , 06:47:08,5369,5369
1030,28/06/2020 , 07:02:08,12520,12520
1031,28/06/2020 , 07:17:08,16279,16279
1032,28/06/2020 , 07:32:08,20955,20955
1033,28/06/2020 , 07:47:08,20560,20560
1034,28/06/2020 , 08:02:08,18038,18038
1035,28/06/2020 , 08:17:08,19790,19790
1036,28/06/2020 , 08:32:08,25745,25745
1037,28/06/2020 , 08:47:08,26221,26221
1038,28/06/2020 , 09:02:08,16053,16053
1039,28/06/2020 , 09:17:08,13909,13909
1040,28/06/2020 , 09:32:08,25325,25325
1041,28/06/2020 , 09:47:08,30788,30788
1042,28/06/2020 , 10:02:08,21650,21650
1043,28/06/2020 , 10:17:08,15275,15275
1044,28/06/2020 , 10:32:08,16996,16996
1045,28/06/2020 , 10:47:08,23606,23606
1046,28/06/2020 , 11:02:08,17286,17286
1047,28/06/2020 , 11:17:08,16064,16064
1048,28/06/2020 , 11:32:08,16353,16353
1049,28/06/2020 , 11:47:08,21741,21741
1050,28/06/2020 , 12:02:08,37509,37509
1051,28/06/2020 , 12:17:08,37477,37477
1052,28/06/2020 , 12:32:08,41467,41467
1053,28/06/2020 , 12:47:08,41907,41907
1054,28/06/2020 , 13:02:08,39627,39627
1055,28/06/2020 , 13:17:08,22757,22757
1056,28/06/2020 , 13:32:08,19830,19830
1057,28/06/2020 , 13:47:08,19538,19538
1058,28/06/2020 , 14:02:08,15348,15348
1059,28/06/2020 , 14:17:08,11033,11033
1060,28/06/2020 , 14:32:08,10895,10895
1061,28/06/2020 , 14:47:08,9306,9306
1062,28/06/2020 , 15:02:08,4210,4210
1063,28/06/2020 , 15:17:08,3527,3527
1064,28/06/2020 , 15:32:08,3880,3880
1065,28/06/2020 , 15:47:08,9828,9828
1066,28/06/2020 , 16:02:08,13399,13399
1067,28/06/2020 , 16:17:08,13966,13966
1068,28/06/2020 , 16:32:08,13004,13004
1069,28/06/2020 , 16:47:08,12798,12798
1070,28/06/2020 , 17:02:08,13877,13877
1071,28/06/2020 , 17:17:08,13056,13056
1072,28/06/2020 , 17:32:08,11273,11273
1073,28/06/2020 , 17:47:08,9180,9180
1074,28/06/2020 , 18:02:08,6693,6693
1075,28/06/2020 , 18:17:08,4907,4907
1076,28/06/2020 , 18:32:08,3703,3703
1077,28/06/2020 , 18:47:08,3092,3092
1078,28/06/2020 , 19:02:08,2999,2999
1079,28/06/2020 , 19:17:08,2940,2940
1080,28/06/2020 , 19:32:08,3112,3112
1081,28/06/2020 , 19:47:08,2165,2165
1082,28/06/2020 , 20:02:08,3071,3071
1083,28/06/2020 , 20:17:08,3799,3799
1084,28/06/2020 , 20:32:08,3634,3634
1085,28/06/2020 , 20:47:08,2671,2671
1086,28/06/2020 , 21:02:08,2104,2104
1087,28/06/2020 , 21:17:08,2689,2689
1088,28/06/2020 , 21:32:08,3106,3106
1089,28/06/2020 , 21:47:08,2039,2039
1090,28/06/2020 , 22:02:08,2036,2036
1091,28/06/2020 , 22:17:08,574,574
1092,28/06/2020 , 22:32:08,316,316
1093,28/06/2020 , 22:47:08,373,373
1094,28/06/2020 , 23:02:08,560,560
1095,28/06/2020 , 23:17:08,340,340
1096,28/06/2020 , 23:32:08,158,158
1097,28/06/2020 , 23:47:08,170,170
1098,29/06/2020 , 00:02:08,121,121
1099,29/06/2020 , 00:17:08,109,109
1100,29/06/2020 , 00:32:08,69,69
1101,29/06/2020 , 00:47:08,31,31
1102,29/06/2020 , 01:02:08,22,22
1103,29/06/2020 , 01:17:08,29,29
1104,29/06/2020 , 01:32:08,22,22
1105,29/06/2020 , 01:47:08,19,19
1106,29/06/2020 , 02:02:08,18,18
1107,29/06/2020 , 02:17:08,21,21
1108,29/06/2020 , 02:32:08,21,21
1109,29/06/2020 , 02:47:08,20,20
1110,29/06/2020 , 03:02:08,24,24
1111,29/06/2020 , 03:17:08,36,36
1112,29/06/2020 , 03:32:08,51,51
1113,29/06/2020 , 03:47:08,64,64
1114,29/06/2020 , 04:02:08,100,100
1115,29/06/2020 , 04:17:08,136,136
1116,29/06/2020 , 04:32:08,192,192
1117,29/06/2020 , 04:47:08,391,391
1118,29/06/2020 , 05:02:08,634,634
1119,29/06/2020 , 05:17:08,1519,1519
1120,29/06/2020 , 05:32:08,1881,1881
1121,29/06/2020 , 05:47:08,1739,1739
1122,29/06/2020 , 06:02:08,1162,1162
1123,29/06/2020 , 06:17:08,1249,1249
1124,29/06/2020 , 06:32:08,2243,2243
1125,29/06/2020 , 06:47:08,3376,3376
1126,29/06/2020 , 07:02:08,3054,3054
1127,29/06/2020 , 07:17:08,4461,4461
1128,29/06/2020 , 07:32:08,5932,5932
1129,29/06/2020 , 07:47:08,6324,6324
1130,29/06/2020 , 08:02:08,7799,7799
1131,29/06/2020 , 08:17:08,6389,6389
1132,29/06/2020 , 08:32:08,6476,6476
1133,29/06/2020 , 08:47:08,5889,5889
1134,29/06/2020 , 09:02:08,6256,6256
1135,29/06/2020 , 09:17:08,8424,8424
1136,29/06/2020 , 09:32:08,10515,10515
1137,29/06/2020 , 09:47:08,11356,11356
1138,29/06/2020 , 10:02:08,7748,7748
1139,29/06/2020 , 10:17:08,15021,15021
1140,29/06/2020 , 10:32:08,13921,13921
1141,29/06/2020 , 10:47:08,16631,16631
1142,29/06/2020 , 11:02:08,23398,23398
1143,29/06/2020 , 11:17:08,30383,30383
1144,29/06/2020 , 11:32:08,28422,28422
1145,29/06/2020 , 11:47:08,33235,33235
1146,29/06/2020 , 12:02:08,15311,15311
1147,29/06/2020 , 12:17:08,17940,17940
1148,29/06/2020 , 12:32:08,22076,22076
1149,29/06/2020 , 12:47:08,39298,39298
1150,29/06/2020 , 13:02:08,17679,17679
1151,29/06/2020 , 13:17:08,17084,17084
1152,29/06/2020 , 13:32:08,22930,22930
1153,29/06/2020 , 13:47:08,44574,44574
1154,29/06/2020 , 14:02:08,32220,32220
1155,29/06/2020 , 14:17:08,23501,23501
1156,29/06/2020 , 14:32:08,30329,30329
1157,29/06/2020 , 14:47:08,31554,31554
1158,29/06/2020 , 15:02:08,22109,22109
1159,29/06/2020 , 15:17:08,18600,18600
1160,29/06/2020 , 15:32:08,15912,15912
1161,29/06/2020 , 15:47:08,16310,16310
1162,29/06/2020 , 16:02:08,13910,13910
1163,29/06/2020 , 16:17:08,11832,11832
1164,29/06/2020 , 16:32:08,15305,15305
1165,29/06/2020 , 16:47:08,12219,12219
1166,29/06/2020 , 17:02:08,6631,6631
1167,29/06/2020 , 17:17:08,7231,7231
1168,29/06/2020 , 17:32:08,5752,5752
1169,29/06/2020 , 17:47:08,4684,4684
1170,29/06/2020 , 18:02:08,5324,5324
1171,29/06/2020 , 18:17:08,7160,7160
1172,29/06/2020 , 18:32:08,7754,7754
1173,29/06/2020 , 18:47:08,3018,3018
1174,29/06/2020 , 19:02:08,2878,2878
1175,29/06/2020 , 19:17:08,2627,2627
1176,29/06/2020 , 19:32:08,2075,2075
1177,29/06/2020 , 19:47:08,1432,1432
1178,29/06/2020 , 20:02:08,1748,1748
1179,29/06/2020 , 20:17:08,1556,1556
1180,29/06/2020 , 20:32:08,1627,1627
1181,29/06/2020 , 20:47:08,1652,1652
1182,29/06/2020 , 21:02:08,2077,2077
1183,29/06/2020 , 21:17:08,2194,2194
1184,29/06/2020 , 21:32:08,1844,1844
1185,29/06/2020 , 21:47:08,2455,2455
1186,29/06/2020 , 22:02:08,1382,1382
1187,29/06/2020 , 22:17:08,1016,1016
1188,29/06/2020 , 22:32:08,988,988
1189,29/06/2020 , 22:47:08,1022,1022
1190,29/06/2020 , 23:02:08,918,918
1191,29/06/2020 , 23:17:08,725,725
1192,29/06/2020 , 23:32:08,609,609
1193,29/06/2020 , 23:47:08,489,489
1194,30/06/2020 , 00:02:08,295,295
1195,30/06/2020 , 00:17:08,122,122
1196,30/06/2020 , 00:32:08,104,104
1197,30/06/2020 , 00:47:08,68,68
1198,30/06/2020 , 01:02:08,45,45
1199,30/06/2020 , 01:17:08,29,29
1200,30/06/2020 , 01:32:08,26,26
1201,30/06/2020 , 01:47:08,35,35
1202,30/06/2020 , 02:02:08,37,37
1203,30/06/2020 , 02:17:08,43,43
1204,30/06/2020 , 02:32:08,49,49
1205,30/06/2020 , 02:47:08,64,64
1206,30/06/2020 , 03:02:08,92,92
1207,30/06/2020 , 03:17:08,121,121
1208,30/06/2020 , 03:32:08,174,174
1209,30/06/2020 , 03:47:08,226,226
1210,30/06/2020 , 04:02:08,354,354
1211,30/06/2020 , 04:17:08,562,562
1212,30/06/2020 , 04:32:08,638,638
1213,30/06/2020 , 04:47:08,876,876
1214,30/06/2020 , 05:02:08,831,831
1215,30/06/2020 , 05:17:08,1151,1151
1216,30/06/2020 , 05:32:08,1976,1976
1217,30/06/2020 , 05:47:08,2175,2175
