Site Name ,VAUL,,,
Site Number ,5,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11616,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
650,12/6/2020, 09:45:00,6213,6213
651,12/6/2020, 10:00:00,7147,7147
652,12/6/2020, 10:15:00,7426,7426
653,12/6/2020, 10:30:00,8086,8086
654,12/6/2020, 10:45:00,10560,10560
655,12/6/2020, 11:00:00,12122,12122
656,12/6/2020, 11:15:00,15115,15115
657,12/6/2020, 11:30:00,10661,10661
658,12/6/2020, 11:45:00,8625,8625
659,12/6/2020, 12:00:00,6504,6504
660,12/6/2020, 12:15:00,6480,6480
661,12/6/2020, 12:30:00,31586,31586
662,12/6/2020, 12:45:00,49856,49856
663,12/6/2020, 13:00:00,21530,21530
664,12/6/2020, 13:15:00,9054,9054
665,12/6/2020, 13:30:00,19686,19686
666,12/6/2020, 13:45:00,40405,40405
667,12/6/2020, 14:00:00,40366,40366
668,12/6/2020, 14:15:00,27606,27606
669,12/6/2020, 14:30:00,20156,20156
670,12/6/2020, 14:45:00,17865,17865
671,12/6/2020, 15:00:00,7012,7012
672,12/6/2020, 15:15:00,6122,6122
673,12/6/2020, 15:30:00,7668,7668
674,12/6/2020, 15:45:00,10540,10540
675,12/6/2020, 16:00:00,12358,12358
676,12/6/2020, 16:15:00,15082,15082
677,12/6/2020, 16:30:00,22247,22247
678,12/6/2020, 16:45:00,20637,20637
679,12/6/2020, 17:00:00,20489,20489
680,12/6/2020, 17:15:00,13015,13015
681,12/6/2020, 17:30:00,12026,12026
682,12/6/2020, 17:45:00,12308,12308
683,12/6/2020, 18:00:00,6429,6429
684,12/6/2020, 18:15:00,5413,5413
685,12/6/2020, 18:30:00,4642,4642
686,12/6/2020, 18:45:00,7797,7797
687,12/6/2020, 19:00:00,5892,5892
688,12/6/2020, 19:15:00,4514,4514
689,12/6/2020, 19:30:00,4168,4168
690,12/6/2020, 19:45:00,3573,3573
691,12/6/2020, 20:00:00,3100,3100
692,12/6/2020, 20:15:00,2969,2969
693,12/6/2020, 20:30:00,4049,4049
694,12/6/2020, 20:45:00,3884,3884
695,12/6/2020, 21:00:00,2240,2240
696,12/6/2020, 21:15:00,1664,1664
697,12/6/2020, 21:30:00,1459,1459
698,12/6/2020, 21:45:00,1301,1301
699,12/6/2020, 22:00:00,1213,1213
700,12/6/2020, 22:15:00,1098,1098
701,12/6/2020, 22:30:00,1050,1050
702,12/6/2020, 22:45:00,1287,1287
703,12/6/2020, 23:00:00,1080,1080
704,12/6/2020, 23:15:00,1044,1044
705,12/6/2020, 23:30:00,670,670
706,12/6/2020, 23:45:00,387,387
707,12/6/2020, 24:00:00,291,291
708,13/06/2020 , 00:15:00,223,223
709,13/06/2020 , 00:30:00,196,196
710,13/06/2020 , 00:45:00,153,153
711,13/06/2020 , 01:00:00,132,132
712,13/06/2020 , 01:15:00,127,127
713,13/06/2020 , 01:30:00,122,122
714,13/06/2020 , 01:45:00,95,95
715,13/06/2020 , 02:00:00,87,87
716,13/06/2020 , 02:15:00,107,107
717,13/06/2020 , 02:30:00,109,109
718,13/06/2020 , 02:45:00,96,96
719,13/06/2020 , 03:00:00,114,114
720,13/06/2020 , 03:15:00,154,154
721,13/06/2020 , 03:30:00,227,227
722,13/06/2020 , 03:45:00,315,315
723,13/06/2020 , 04:00:00,385,385
724,13/06/2020 , 04:15:00,464,464
725,13/06/2020 , 04:30:00,613,613
726,13/06/2020 , 04:45:00,638,638
727,13/06/2020 , 05:00:00,710,710
728,13/06/2020 , 05:15:00,927,927
729,13/06/2020 , 05:30:00,1162,1162
730,13/06/2020 , 05:45:00,1225,1225
731,13/06/2020 , 06:00:00,1357,1357
732,13/06/2020 , 06:15:00,1697,1697
733,13/06/2020 , 06:30:00,2162,2162
734,13/06/2020 , 06:45:00,2501,2501
735,13/06/2020 , 07:00:00,2435,2435
736,13/06/2020 , 07:15:00,2898,2898
737,13/06/2020 , 07:30:00,3300,3300
738,13/06/2020 , 07:45:00,3806,3806
739,13/06/2020 , 08:00:00,2469,2469
740,13/06/2020 , 08:15:00,3529,3529
741,13/06/2020 , 08:30:00,4035,4035
742,13/06/2020 , 08:45:00,4333,4333
743,13/06/2020 , 09:00:00,3674,3674
744,13/06/2020 , 09:15:00,2778,2778
745,13/06/2020 , 09:30:00,2781,2781
746,13/06/2020 , 09:45:00,2717,2717
747,13/06/2020 , 10:00:00,3744,3744
748,13/06/2020 , 10:15:00,4538,4538
749,13/06/2020 , 10:30:00,6052,6052
750,13/06/2020 , 10:45:00,7599,7599
751,13/06/2020 , 11:00:00,7781,7781
752,13/06/2020 , 11:15:00,18165,18165
753,13/06/2020 , 11:30:00,34076,34076
754,13/06/2020 , 11:45:00,28563,28563
755,13/06/2020 , 12:00:00,15776,15776
756,13/06/2020 , 12:15:00,9913,9913
757,13/06/2020 , 12:30:00,20381,20381
758,13/06/2020 , 12:45:00,7640,7640
759,13/06/2020 , 13:00:00,5620,5620
760,13/06/2020 , 13:15:00,2716,2716
761,13/06/2020 , 13:30:00,2144,2144
762,13/06/2020 , 13:45:00,7359,7359
763,13/06/2020 , 14:00:00,19276,19276
764,13/06/2020 , 14:15:00,24504,24504
765,13/06/2020 , 14:30:00,42727,42727
766,13/06/2020 , 14:45:00,46493,46493
767,13/06/2020 , 15:00:00,39036,39036
768,13/06/2020 , 15:15:00,46364,46364
769,13/06/2020 , 15:30:00,43296,43296
770,13/06/2020 , 15:45:00,41586,41586
771,13/06/2020 , 16:00:00,28407,28407
772,13/06/2020 , 16:15:00,13848,13848
773,13/06/2020 , 16:30:00,12038,12038
774,13/06/2020 , 16:45:00,22566,22566
775,13/06/2020 , 17:00:00,12196,12196
776,13/06/2020 , 17:15:00,4623,4623
777,13/06/2020 , 17:30:00,3464,3464
778,13/06/2020 , 17:45:00,1279,1279
779,13/06/2020 , 18:00:00,657,657
780,13/06/2020 , 18:15:00,644,644
781,13/06/2020 , 18:30:00,630,630
782,13/06/2020 , 18:45:00,504,504
783,13/06/2020 , 19:00:00,559,559
784,13/06/2020 , 19:15:00,688,688
785,13/06/2020 , 19:30:00,910,910
786,13/06/2020 , 19:45:00,1509,1509
787,13/06/2020 , 20:00:00,1654,1654
788,13/06/2020 , 20:15:00,2066,2066
789,13/06/2020 , 20:30:00,2046,2046
790,13/06/2020 , 20:45:00,1667,1667
791,13/06/2020 , 21:00:00,1509,1509
792,13/06/2020 , 21:15:00,1294,1294
793,13/06/2020 , 21:30:00,1612,1612
794,13/06/2020 , 21:45:00,1817,1817
795,13/06/2020 , 22:00:00,1883,1883
796,13/06/2020 , 22:15:00,1384,1384
797,13/06/2020 , 22:30:00,862,862
798,13/06/2020 , 22:45:00,740,740
799,13/06/2020 , 23:00:00,514,514
800,13/06/2020 , 23:15:00,508,508
801,13/06/2020 , 23:30:00,439,439
802,13/06/2020 , 23:45:00,314,314
803,13/06/2020 , 24:00:00,130,130
804,14/06/2020 , 00:15:00,91,91
805,14/06/2020 , 00:30:00,92,92
806,14/06/2020 , 00:45:00,77,77
807,14/06/2020 , 01:00:00,58,58
808,14/06/2020 , 01:15:00,44,44
809,14/06/2020 , 01:30:00,33,33
810,14/06/2020 , 01:45:00,29,29
811,14/06/2020 , 02:00:00,35,35
812,14/06/2020 , 02:15:00,41,41
813,14/06/2020 , 02:30:00,43,43
814,14/06/2020 , 02:45:00,52,52
815,14/06/2020 , 03:00:00,66,66
816,14/06/2020 , 03:15:00,74,74
817,14/06/2020 , 03:30:00,101,101
818,14/06/2020 , 03:45:00,166,166
819,14/06/2020 , 04:00:00,194,194
820,14/06/2020 , 04:15:00,194,194
821,14/06/2020 , 04:30:00,315,315
822,14/06/2020 , 04:45:00,670,670
823,14/06/2020 , 05:00:00,587,587
824,14/06/2020 , 05:15:00,571,571
825,14/06/2020 , 05:30:00,647,647
826,14/06/2020 , 05:45:00,786,786
827,14/06/2020 , 06:00:00,997,997
828,14/06/2020 , 06:15:00,1173,1173
829,14/06/2020 , 06:30:00,1678,1678
830,14/06/2020 , 06:45:00,1742,1742
831,14/06/2020 , 07:00:00,2389,2389
832,14/06/2020 , 07:15:00,2773,2773
833,14/06/2020 , 07:30:00,2109,2109
834,14/06/2020 , 07:45:00,2528,2528
835,14/06/2020 , 08:00:00,1936,1936
836,14/06/2020 , 08:15:00,3514,3514
837,14/06/2020 , 08:30:00,2323,2323
838,14/06/2020 , 08:45:00,3689,3689
839,14/06/2020 , 09:00:00,4433,4433
840,14/06/2020 , 09:15:00,4601,4601
841,14/06/2020 , 09:30:00,4796,4796
842,14/06/2020 , 09:45:00,4924,4924
843,14/06/2020 , 10:00:00,4197,4197
844,14/06/2020 , 10:15:00,5134,5134
845,14/06/2020 , 10:30:00,6140,6140
846,14/06/2020 , 10:45:00,7808,7808
847,14/06/2020 , 11:00:00,6277,6277
848,14/06/2020 , 11:15:00,5243,5243
849,14/06/2020 , 11:30:00,5203,5203
850,14/06/2020 , 11:45:00,5410,5410
851,14/06/2020 , 12:00:00,5182,5182
852,14/06/2020 , 12:15:00,4661,4661
853,14/06/2020 , 12:30:00,3416,3416
854,14/06/2020 , 12:45:00,1913,1913
855,14/06/2020 , 13:00:00,1449,1449
856,14/06/2020 , 13:15:00,1569,1569
857,14/06/2020 , 13:30:00,2080,2080
858,14/06/2020 , 13:45:00,4718,4718
859,14/06/2020 , 14:00:00,6973,6973
860,14/06/2020 , 14:15:00,8139,8139
861,14/06/2020 , 14:30:00,9811,9811
862,14/06/2020 , 14:45:00,9384,9384
863,14/06/2020 , 15:00:00,11094,11094
864,14/06/2020 , 15:15:00,10390,10390
865,14/06/2020 , 15:30:00,8105,8105
866,14/06/2020 , 15:45:00,8550,8550
867,14/06/2020 , 16:00:00,20193,20193
868,14/06/2020 , 16:15:00,20439,20439
869,14/06/2020 , 16:30:00,17456,17456
870,14/06/2020 , 16:45:00,14482,14482
871,14/06/2020 , 17:00:00,4653,4653
872,14/06/2020 , 17:15:00,5674,5674
873,14/06/2020 , 17:30:00,5565,5565
874,14/06/2020 , 17:45:00,4513,4513
875,14/06/2020 , 18:00:00,2912,2912
876,14/06/2020 , 18:15:00,2497,2497
877,14/06/2020 , 18:30:00,10947,10947
878,14/06/2020 , 18:45:00,8795,8795
879,14/06/2020 , 19:00:00,7066,7066
880,14/06/2020 , 19:15:00,2800,2800
881,14/06/2020 , 19:30:00,7804,7804
882,14/06/2020 , 19:45:00,2049,2049
883,14/06/2020 , 20:00:00,2653,2653
884,14/06/2020 , 20:15:00,7787,7787
885,14/06/2020 , 20:30:00,9609,9609
886,14/06/2020 , 20:45:00,6355,6355
887,14/06/2020 , 21:00:00,2533,2533
888,14/06/2020 , 21:15:00,2272,2272
889,14/06/2020 , 21:30:00,1516,1516
890,14/06/2020 , 21:45:00,1350,1350
891,14/06/2020 , 22:00:00,1205,1205
892,14/06/2020 , 22:15:00,1054,1054
893,14/06/2020 , 22:30:00,905,905
894,14/06/2020 , 22:45:00,759,759
895,14/06/2020 , 23:00:00,651,651
896,14/06/2020 , 23:15:00,569,569
897,14/06/2020 , 23:30:00,506,506
898,14/06/2020 , 23:45:00,434,434
899,14/06/2020 , 24:00:00,426,426
900,15/06/2020 , 00:15:00,321,321
901,15/06/2020 , 00:30:00,206,206
902,15/06/2020 , 00:45:00,153,153
903,15/06/2020 , 01:00:00,112,112
904,15/06/2020 , 01:15:00,89,89
905,15/06/2020 , 01:30:00,88,88
906,15/06/2020 , 01:45:00,84,84
907,15/06/2020 , 02:00:00,61,61
908,15/06/2020 , 02:15:00,62,62
909,15/06/2020 , 02:30:00,70,70
910,15/06/2020 , 02:45:00,84,84
911,15/06/2020 , 03:00:00,105,105
912,15/06/2020 , 03:15:00,136,136
913,15/06/2020 , 03:30:00,181,181
914,15/06/2020 , 03:45:00,248,248
915,15/06/2020 , 04:00:00,358,358
916,15/06/2020 , 04:15:00,468,468
917,15/06/2020 , 04:30:00,520,520
918,15/06/2020 , 04:45:00,534,534
919,15/06/2020 , 05:00:00,602,602
920,15/06/2020 , 05:15:00,710,710
921,15/06/2020 , 05:30:00,849,849
922,15/06/2020 , 05:45:00,966,966
923,15/06/2020 , 06:00:00,1144,1144
924,15/06/2020 , 06:15:00,1769,1769
925,15/06/2020 , 06:30:00,2573,2573
926,15/06/2020 , 06:45:00,2984,2984
927,15/06/2020 , 07:00:00,3483,3483
928,15/06/2020 , 07:15:00,3303,3303
929,15/06/2020 , 07:30:00,3351,3351
930,15/06/2020 , 07:45:00,3557,3557
931,15/06/2020 , 08:00:00,4240,4240
932,15/06/2020 , 08:15:00,3654,3654
933,15/06/2020 , 08:30:00,3611,3611
934,15/06/2020 , 08:45:00,4355,4355
935,15/06/2020 , 09:00:00,4642,4642
936,15/06/2020 , 09:15:00,5019,5019
937,15/06/2020 , 09:30:00,7762,7762
938,15/06/2020 , 09:45:00,7930,7930
939,15/06/2020 , 10:00:00,7433,7433
940,15/06/2020 , 10:15:00,8144,8144
941,15/06/2020 , 10:30:00,9309,9309
942,15/06/2020 , 10:45:00,10262,10262
943,15/06/2020 , 11:00:00,11414,11414
944,15/06/2020 , 11:15:00,15230,15230
945,15/06/2020 , 11:30:00,22328,22328
946,15/06/2020 , 11:45:00,25883,25883
947,15/06/2020 , 12:00:00,16854,16854
948,15/06/2020 , 12:15:00,12999,12999
949,15/06/2020 , 12:30:00,12182,12182
950,15/06/2020 , 12:45:00,27758,27758
951,15/06/2020 , 13:00:00,18356,18356
952,15/06/2020 , 13:15:00,9029,9029
953,15/06/2020 , 13:30:00,21161,21161
954,15/06/2020 , 13:45:00,5722,5722
955,15/06/2020 , 14:00:00,1358,1358
956,15/06/2020 , 14:15:00,1142,1142
957,15/06/2020 , 14:30:00,2023,2023
958,15/06/2020 , 14:45:00,5843,5843
959,15/06/2020 , 15:00:00,34236,34236
960,15/06/2020 , 15:15:00,36719,36719
961,15/06/2020 , 15:30:00,26729,26729
962,15/06/2020 , 15:45:00,39088,39088
963,15/06/2020 , 16:00:00,25010,25010
964,15/06/2020 , 16:15:00,30463,30463
965,15/06/2020 , 16:30:00,37186,37186
966,15/06/2020 , 16:45:00,25235,25235
967,15/06/2020 , 17:00:00,10020,10020
968,15/06/2020 , 17:15:00,2405,2405
969,15/06/2020 , 17:30:00,828,828
970,15/06/2020 , 17:45:00,861,861
971,15/06/2020 , 18:00:00,1212,1212
972,15/06/2020 , 18:15:00,1172,1172
973,15/06/2020 , 18:30:00,1272,1272
974,15/06/2020 , 18:45:00,1242,1242
975,15/06/2020 , 19:00:00,1039,1039
976,15/06/2020 , 19:15:00,1356,1356
977,15/06/2020 , 19:30:00,1673,1673
978,15/06/2020 , 19:45:00,1365,1365
979,15/06/2020 , 20:00:00,1581,1581
980,15/06/2020 , 20:15:00,1474,1474
981,15/06/2020 , 20:30:00,1441,1441
982,15/06/2020 , 20:45:00,1351,1351
983,15/06/2020 , 21:00:00,1647,1647
984,15/06/2020 , 21:15:00,1926,1926
985,15/06/2020 , 21:30:00,1799,1799
986,15/06/2020 , 21:45:00,1442,1442
987,15/06/2020 , 22:00:00,1116,1116
988,15/06/2020 , 22:15:00,851,851
989,15/06/2020 , 22:30:00,812,812
990,15/06/2020 , 22:45:00,556,556
991,15/06/2020 , 23:00:00,301,301
992,15/06/2020 , 23:15:00,230,230
993,15/06/2020 , 23:30:00,225,225
994,15/06/2020 , 23:45:00,120,120
995,15/06/2020 , 24:00:00,120,120
996,16/06/2020 , 00:15:00,77,77
997,16/06/2020 , 00:30:00,77,77
998,16/06/2020 , 00:45:00,66,66
999,16/06/2020 , 01:00:00,63,63
1000,16/06/2020 , 01:15:00,53,53
1001,16/06/2020 , 01:30:00,47,47
1002,16/06/2020 , 01:45:00,39,39
1003,16/06/2020 , 02:00:00,37,37
1004,16/06/2020 , 02:15:00,37,37
1005,16/06/2020 , 02:30:00,40,40
1006,16/06/2020 , 02:45:00,46,46
1007,16/06/2020 , 03:00:00,52,52
1008,16/06/2020 , 03:15:00,58,58
1009,16/06/2020 , 03:30:00,69,69
1010,16/06/2020 , 03:45:00,85,85
1011,16/06/2020 , 04:00:00,97,97
1012,16/06/2020 , 04:15:00,109,109
1013,16/06/2020 , 04:30:00,122,122
1014,16/06/2020 , 04:45:00,158,158
1015,16/06/2020 , 05:00:00,273,273
1016,16/06/2020 , 05:15:00,437,437
1017,16/06/2020 , 05:30:00,527,527
1018,16/06/2020 , 05:45:00,525,525
1019,16/06/2020 , 06:00:00,553,553
1020,16/06/2020 , 06:15:00,962,962
1021,16/06/2020 , 06:30:00,1845,1845
1022,16/06/2020 , 06:45:00,2387,2387
1023,16/06/2020 , 07:00:00,2872,2872
1024,16/06/2020 , 07:15:00,3775,3775
1025,16/06/2020 , 07:30:00,4150,4150
1026,16/06/2020 , 07:45:00,3694,3694
1027,16/06/2020 , 08:00:00,2916,2916
1028,16/06/2020 , 08:15:00,2334,2334
1029,16/06/2020 , 08:30:00,2568,2568
1030,16/06/2020 , 08:45:00,2724,2724
1031,16/06/2020 , 09:00:00,3056,3056
1032,16/06/2020 , 09:15:00,4403,4403
1033,16/06/2020 , 09:30:00,5653,5653
1034,16/06/2020 , 09:45:00,6099,6099
1035,16/06/2020 , 10:00:00,5859,5859
1036,16/06/2020 , 10:15:00,6157,6157
1037,16/06/2020 , 10:30:00,7899,7899
1038,16/06/2020 , 10:45:00,8577,8577
1039,16/06/2020 , 11:00:00,8431,8431
1040,16/06/2020 , 11:15:00,10668,10668
1041,16/06/2020 , 11:30:00,7922,7922
1042,16/06/2020 , 11:45:00,19105,19105
1043,16/06/2020 , 12:00:00,7182,7182
1044,16/06/2020 , 12:15:00,18707,18707
1045,16/06/2020 , 12:30:00,3540,3540
1046,16/06/2020 , 12:45:00,4959,4959
1047,16/06/2020 , 13:00:00,8662,8662
1048,16/06/2020 , 13:15:00,10226,10226
1049,16/06/2020 , 13:30:00,7562,7562
1050,16/06/2020 , 13:45:00,26130,26130
1051,16/06/2020 , 14:00:00,9591,9591
1052,16/06/2020 , 14:15:00,14919,14919
1053,16/06/2020 , 14:30:00,33462,33462
1054,16/06/2020 , 14:45:00,36280,36280
1055,16/06/2020 , 15:00:00,32656,32656
1056,16/06/2020 , 15:15:00,27233,27233
1057,16/06/2020 , 15:30:00,21681,21681
1058,16/06/2020 , 15:45:00,3734,3734
1059,16/06/2020 , 16:00:00,29715,29715
1060,16/06/2020 , 16:15:00,12126,12126
1061,16/06/2020 , 16:30:00,12380,12380
1062,16/06/2020 , 16:45:00,10764,10764
1063,16/06/2020 , 17:00:00,10800,10800
1064,16/06/2020 , 17:15:00,7810,7810
1065,16/06/2020 , 17:30:00,12100,12100
1066,16/06/2020 , 17:45:00,10228,10228
1067,16/06/2020 , 18:00:00,3475,3475
1068,16/06/2020 , 18:15:00,5575,5575
1069,16/06/2020 , 18:30:00,14410,14410
1070,16/06/2020 , 18:45:00,11465,11465
1071,16/06/2020 , 19:00:00,8139,8139
1072,16/06/2020 , 19:15:00,3554,3554
1073,16/06/2020 , 19:30:00,8322,8322
1074,16/06/2020 , 19:45:00,1962,1962
1075,16/06/2020 , 20:00:00,2217,2217
1076,16/06/2020 , 20:15:00,2257,2257
1077,16/06/2020 , 20:30:00,11004,11004
1078,16/06/2020 , 20:45:00,7600,7600
1079,16/06/2020 , 21:00:00,3114,3114
1080,16/06/2020 , 21:15:00,2720,2720
1081,16/06/2020 , 21:30:00,1620,1620
1082,16/06/2020 , 21:45:00,1423,1423
1083,16/06/2020 , 22:00:00,1265,1265
1084,16/06/2020 , 22:15:00,1097,1097
1085,16/06/2020 , 22:30:00,937,937
1086,16/06/2020 , 22:45:00,793,793
1087,16/06/2020 , 23:00:00,674,674
1088,16/06/2020 , 23:15:00,573,573
1089,16/06/2020 , 23:30:00,484,484
1090,16/06/2020 , 23:45:00,400,400
1091,16/06/2020 , 24:00:00,323,323
1092,17/06/2020 , 00:15:00,245,245
1093,17/06/2020 , 00:30:00,185,185
1094,17/06/2020 , 00:45:00,140,140
1095,17/06/2020 , 01:00:00,113,113
1096,17/06/2020 , 01:15:00,94,94
1097,17/06/2020 , 01:30:00,80,80
1098,17/06/2020 , 01:45:00,73,73
1099,17/06/2020 , 02:00:00,71,71
1100,17/06/2020 , 02:15:00,73,73
1101,17/06/2020 , 02:30:00,80,80
1102,17/06/2020 , 02:45:00,91,91
1103,17/06/2020 , 03:00:00,110,110
1104,17/06/2020 , 03:15:00,137,137
1105,17/06/2020 , 03:30:00,177,177
1106,17/06/2020 , 03:45:00,239,239
1107,17/06/2020 , 04:00:00,302,302
1108,17/06/2020 , 04:15:00,369,369
1109,17/06/2020 , 04:30:00,440,440
1110,17/06/2020 , 04:45:00,551,551
1111,17/06/2020 , 05:00:00,663,663
1112,17/06/2020 , 05:15:00,769,769
1113,17/06/2020 , 05:30:00,982,982
1114,17/06/2020 , 05:45:00,1237,1237
1115,17/06/2020 , 06:00:00,1478,1478
1116,17/06/2020 , 06:15:00,1118,1118
1117,17/06/2020 , 06:30:00,1528,1528
1118,17/06/2020 , 06:45:00,2033,2033
1119,17/06/2020 , 07:00:00,2969,2969
1120,17/06/2020 , 07:15:00,2646,2646
1121,17/06/2020 , 07:30:00,3907,3907
1122,17/06/2020 , 07:45:00,4135,4135
1123,17/06/2020 , 08:00:00,3424,3424
1124,17/06/2020 , 08:15:00,5575,5575
1125,17/06/2020 , 08:30:00,7778,7778
1126,17/06/2020 , 08:45:00,6373,6373
1127,17/06/2020 , 09:00:00,8970,8970
1128,17/06/2020 , 09:15:00,7711,7711
1129,17/06/2020 , 09:30:00,3776,3776
1130,17/06/2020 , 09:45:00,2479,2479
1131,17/06/2020 , 10:00:00,3330,3330
1132,17/06/2020 , 10:15:00,2316,2316
1133,17/06/2020 , 10:30:00,2523,2523
1134,17/06/2020 , 10:45:00,2824,2824
1135,17/06/2020 , 11:00:00,2416,2416
1136,17/06/2020 , 11:15:00,17033,17033
1137,17/06/2020 , 11:30:00,39100,39100
1138,17/06/2020 , 11:45:00,41992,41992
1139,17/06/2020 , 12:00:00,43101,43101
1140,17/06/2020 , 12:15:00,43261,43261
1141,17/06/2020 , 12:30:00,37367,37367
1142,17/06/2020 , 12:45:00,28129,28129
1143,17/06/2020 , 13:00:00,11679,11679
1144,17/06/2020 , 13:15:00,9939,9939
1145,17/06/2020 , 13:30:00,29779,29779
1146,17/06/2020 , 13:45:00,45502,45502
1147,17/06/2020 , 14:00:00,39952,39952
1148,17/06/2020 , 14:15:00,32129,32129
1149,17/06/2020 , 14:30:00,35884,35884
1150,17/06/2020 , 14:45:00,46852,46852
1151,17/06/2020 , 15:00:00,26553,26553
1152,17/06/2020 , 15:15:00,48595,48595
1153,17/06/2020 , 15:30:00,45375,45375
1154,17/06/2020 , 15:45:00,43832,43832
1155,17/06/2020 , 16:00:00,31948,31948
1156,17/06/2020 , 16:15:00,22937,22937
1157,17/06/2020 , 16:30:00,34274,34274
1158,17/06/2020 , 16:45:00,25340,25340
1159,17/06/2020 , 17:00:00,18529,18529
1160,17/06/2020 , 17:15:00,7328,7328
1161,17/06/2020 , 17:30:00,7158,7158
1162,17/06/2020 , 17:45:00,9248,9248
1163,17/06/2020 , 18:00:00,3400,3400
1164,17/06/2020 , 18:15:00,4831,4831
1165,17/06/2020 , 18:30:00,14470,14470
1166,17/06/2020 , 18:45:00,4170,4170
1167,17/06/2020 , 19:00:00,8365,8365
1168,17/06/2020 , 19:15:00,4319,4319
1169,17/06/2020 , 19:30:00,4251,4251
1170,17/06/2020 , 19:45:00,3794,3794
1171,17/06/2020 , 20:00:00,3140,3140
1172,17/06/2020 , 20:15:00,8791,8791
1173,17/06/2020 , 20:30:00,6935,6935
1174,17/06/2020 , 20:45:00,2237,2237
1175,17/06/2020 , 21:00:00,1843,1843
1176,17/06/2020 , 21:15:00,2086,2086
1177,17/06/2020 , 21:30:00,1993,1993
1178,17/06/2020 , 21:45:00,1843,1843
1179,17/06/2020 , 22:00:00,1599,1599
1180,17/06/2020 , 22:15:00,1291,1291
1181,17/06/2020 , 22:30:00,1002,1002
1182,17/06/2020 , 22:45:00,815,815
1183,17/06/2020 , 23:00:00,673,673
1184,17/06/2020 , 23:15:00,581,581
1185,17/06/2020 , 23:30:00,535,535
1186,17/06/2020 , 23:45:00,438,438
1187,17/06/2020 , 24:00:00,360,360
1188,18/06/2020 , 00:15:00,262,262
1189,18/06/2020 , 00:30:00,208,208
1190,18/06/2020 , 00:45:00,152,152
1191,18/06/2020 , 01:00:00,96,96
1192,18/06/2020 , 01:15:00,74,74
1193,18/06/2020 , 01:30:00,79,79
1194,18/06/2020 , 01:45:00,89,89
1195,18/06/2020 , 02:00:00,101,101
1196,18/06/2020 , 02:15:00,100,100
1197,18/06/2020 , 02:30:00,102,102
1198,18/06/2020 , 02:45:00,111,111
1199,18/06/2020 , 03:00:00,137,137
1200,18/06/2020 , 03:15:00,172,172
1201,18/06/2020 , 03:30:00,255,255
1202,18/06/2020 , 03:45:00,340,340
1203,18/06/2020 , 04:00:00,348,348
1204,18/06/2020 , 04:15:00,373,373
1205,18/06/2020 , 04:30:00,351,351
1206,18/06/2020 , 04:45:00,450,450
1207,18/06/2020 , 05:00:00,534,534
1208,18/06/2020 , 05:15:00,605,605
1209,18/06/2020 , 05:30:00,761,761
1210,18/06/2020 , 05:45:00,930,930
1211,18/06/2020 , 06:00:00,1013,1013
1212,18/06/2020 , 06:15:00,1100,1100
1213,18/06/2020 , 06:30:00,1474,1474
1214,18/06/2020 , 06:45:00,2383,2383
1215,18/06/2020 , 07:00:00,3294,3294
1216,18/06/2020 , 07:15:00,3944,3944
1217,18/06/2020 , 07:30:00,4218,4218
1218,18/06/2020 , 07:45:00,4342,4342
1219,18/06/2020 , 08:00:00,4063,4063
1220,18/06/2020 , 08:15:00,3093,3093
1221,18/06/2020 , 08:30:00,4147,4147
1222,18/06/2020 , 08:45:00,4504,4504
1223,18/06/2020 , 09:00:00,4950,4950
1224,18/06/2020 , 09:15:00,5876,5876
1225,18/06/2020 , 09:30:00,5260,5260
1226,18/06/2020 , 09:45:00,2740,2740
1227,18/06/2020 , 10:00:00,3036,3036
1228,18/06/2020 , 10:15:00,2295,2295
1229,18/06/2020 , 10:30:00,2449,2449
1230,18/06/2020 , 10:45:00,3585,3585
1231,18/06/2020 , 11:00:00,5246,5246
1232,18/06/2020 , 11:15:00,18077,18077
1233,18/06/2020 , 11:30:00,31925,31925
1234,18/06/2020 , 11:45:00,41160,41160
1235,18/06/2020 , 12:00:00,38046,38046
1236,18/06/2020 , 12:15:00,41312,41312
1237,18/06/2020 , 12:30:00,29399,29399
1238,18/06/2020 , 12:45:00,31892,31892
1239,18/06/2020 , 13:00:00,18633,18633
1240,18/06/2020 , 13:15:00,10111,10111
1241,18/06/2020 , 13:30:00,26148,26148
1242,18/06/2020 , 13:45:00,42315,42315
1243,18/06/2020 , 14:00:00,29818,29818
1244,18/06/2020 , 14:15:00,31623,31623
1245,18/06/2020 , 14:30:00,37916,37916
1246,18/06/2020 , 14:45:00,6035,6035
1247,18/06/2020 , 15:00:00,5746,5746
1248,18/06/2020 , 15:15:00,5069,5069
1249,18/06/2020 , 15:30:00,4353,4353
1250,18/06/2020 , 15:45:00,5213,5213
1251,18/06/2020 , 16:00:00,16442,16442
1252,18/06/2020 , 16:15:00,25977,25977
1253,18/06/2020 , 16:30:00,35240,35240
1254,18/06/2020 , 16:45:00,27594,27594
1255,18/06/2020 , 17:00:00,18538,18538
1256,18/06/2020 , 17:15:00,9327,9327
1257,18/06/2020 , 17:30:00,10031,10031
1258,18/06/2020 , 17:45:00,11403,11403
1259,18/06/2020 , 18:00:00,5371,5371
