Site Name ,POKE,,,
Site Number ,2,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11619,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
645,11/6/2020, 06:15:00,2387,2387
646,11/6/2020, 06:30:00,5491,5491
647,11/6/2020, 06:45:00,7656,7656
648,11/6/2020, 07:00:00,4527,4527
649,11/6/2020, 07:15:00,13244,13244
650,11/6/2020, 07:30:00,13421,13421
651,11/6/2020, 07:45:00,11365,11365
652,11/6/2020, 08:00:00,11468,11468
653,11/6/2020, 08:15:00,15985,15985
654,11/6/2020, 08:30:00,17417,17417
655,11/6/2020, 08:45:00,9398,9398
656,11/6/2020, 09:00:00,16659,16659
657,11/6/2020, 09:15:00,12988,12988
658,11/6/2020, 09:30:00,13614,13614
659,11/6/2020, 09:45:00,11802,11802
660,11/6/2020, 10:00:00,20074,20074
661,11/6/2020, 10:15:00,19356,19356
662,11/6/2020, 10:30:00,17139,17139
663,11/6/2020, 10:45:00,28196,28196
664,11/6/2020, 11:00:00,24110,24110
665,11/6/2020, 11:15:00,40248,40248
666,11/6/2020, 11:30:00,41747,41747
667,11/6/2020, 11:45:00,37811,37811
668,11/6/2020, 12:00:00,38230,38230
669,11/6/2020, 12:15:00,42802,42802
670,11/6/2020, 12:30:00,43125,43125
671,11/6/2020, 12:45:00,44183,44183
672,11/6/2020, 13:00:00,46814,46814
673,11/6/2020, 13:15:00,48692,48692
674,11/6/2020, 13:30:00,42371,42371
675,11/6/2020, 13:45:00,30988,30988
676,11/6/2020, 14:00:00,45165,45165
677,11/6/2020, 14:15:00,47864,47864
678,11/6/2020, 14:30:00,46465,46465
679,11/6/2020, 14:45:00,44786,44786
680,11/6/2020, 15:00:00,45380,45380
681,11/6/2020, 15:15:00,44800,44800
682,11/6/2020, 15:30:00,42712,42712
683,11/6/2020, 15:45:00,43613,43613
684,11/6/2020, 16:00:00,11302,11302
685,11/6/2020, 16:15:00,13381,13381
686,11/6/2020, 16:30:00,17625,17625
687,11/6/2020, 16:45:00,28168,28168
688,11/6/2020, 17:00:00,37613,37613
689,11/6/2020, 17:15:00,36044,36044
690,11/6/2020, 17:30:00,17435,17435
691,11/6/2020, 17:45:00,27734,27734
692,11/6/2020, 18:00:00,16232,16232
693,11/6/2020, 18:15:00,17362,17362
694,11/6/2020, 18:30:00,16371,16371
695,11/6/2020, 18:45:00,8558,8558
696,11/6/2020, 19:00:00,7460,7460
697,11/6/2020, 19:15:00,12276,12276
698,11/6/2020, 19:30:00,11228,11228
699,11/6/2020, 19:45:00,10602,10602
700,11/6/2020, 20:00:00,8282,8282
701,11/6/2020, 20:15:00,10585,10585
702,11/6/2020, 20:30:00,18259,18259
703,11/6/2020, 20:45:00,17028,17028
704,11/6/2020, 21:00:00,14862,14862
705,11/6/2020, 21:15:00,11771,11771
706,11/6/2020, 21:30:00,9382,9382
707,11/6/2020, 21:45:00,7426,7426
708,11/6/2020, 22:00:00,4063,4063
709,11/6/2020, 22:15:00,2647,2647
710,11/6/2020, 22:30:00,2330,2330
711,11/6/2020, 22:45:00,1900,1900
712,11/6/2020, 23:00:00,1582,1582
713,11/6/2020, 23:15:00,1255,1255
714,11/6/2020, 23:30:00,1004,1004
715,11/6/2020, 23:45:00,809,809
716,11/6/2020, 24:00:00,641,641
717,12/6/2020, 00:15:00,501,501
718,12/6/2020, 00:30:00,393,393
719,12/6/2020, 00:45:00,307,307
720,12/6/2020, 01:00:00,238,238
721,12/6/2020, 01:15:00,190,190
722,12/6/2020, 01:30:00,161,161
723,12/6/2020, 01:45:00,152,152
724,12/6/2020, 02:00:00,163,163
725,12/6/2020, 02:15:00,170,170
726,12/6/2020, 02:30:00,177,177
727,12/6/2020, 02:45:00,203,203
728,12/6/2020, 03:00:00,243,243
729,12/6/2020, 03:15:00,309,309
730,12/6/2020, 03:30:00,440,440
731,12/6/2020, 03:45:00,620,620
732,12/6/2020, 04:00:00,878,878
733,12/6/2020, 04:15:00,987,987
734,12/6/2020, 04:30:00,980,980
735,12/6/2020, 04:45:00,1123,1123
736,12/6/2020, 05:00:00,1434,1434
737,12/6/2020, 05:15:00,1615,1615
738,12/6/2020, 05:30:00,1715,1715
739,12/6/2020, 05:45:00,1819,1819
740,12/6/2020, 06:00:00,1962,1962
741,12/6/2020, 06:15:00,1948,1948
742,12/6/2020, 06:30:00,2145,2145
743,12/6/2020, 06:45:00,2485,2485
744,12/6/2020, 07:00:00,2973,2973
745,12/6/2020, 07:15:00,3568,3568
746,12/6/2020, 07:30:00,4285,4285
747,12/6/2020, 07:45:00,4765,4765
748,12/6/2020, 08:00:00,4989,4989
749,12/6/2020, 08:15:00,6011,6011
750,12/6/2020, 08:30:00,6938,6938
751,12/6/2020, 08:45:00,8661,8661
752,12/6/2020, 09:00:00,9388,9388
753,12/6/2020, 09:15:00,9956,9956
754,12/6/2020, 09:30:00,14418,14418
755,12/6/2020, 09:45:00,17255,17255
756,12/6/2020, 10:00:00,17695,17695
757,12/6/2020, 10:15:00,14267,14267
758,12/6/2020, 10:30:00,14637,14637
759,12/6/2020, 10:45:00,28858,28858
760,12/6/2020, 11:00:00,28023,28023
761,12/6/2020, 11:15:00,44450,44450
762,12/6/2020, 11:30:00,47251,47251
763,12/6/2020, 11:45:00,42605,42605
764,12/6/2020, 12:00:00,41899,41899
765,12/6/2020, 12:15:00,42632,42632
766,12/6/2020, 12:30:00,44978,44978
767,12/6/2020, 12:45:00,48995,48995
768,12/6/2020, 13:00:00,37928,37928
769,12/6/2020, 13:15:00,12850,12850
770,12/6/2020, 13:30:00,6871,6871
771,12/6/2020, 13:45:00,6326,6326
772,12/6/2020, 14:00:00,4019,4019
773,12/6/2020, 14:15:00,4947,4947
774,12/6/2020, 14:30:00,4217,4217
775,12/6/2020, 14:45:00,3706,3706
776,12/6/2020, 15:00:00,3916,3916
777,12/6/2020, 15:15:00,3971,3971
778,12/6/2020, 15:30:00,4067,4067
779,12/6/2020, 15:45:00,4563,4563
780,12/6/2020, 16:00:00,5466,5466
781,12/6/2020, 16:15:00,6509,6509
782,12/6/2020, 16:30:00,7371,7371
783,12/6/2020, 16:45:00,7804,7804
784,12/6/2020, 17:00:00,8010,8010
785,12/6/2020, 17:15:00,8541,8541
786,12/6/2020, 17:30:00,9385,9385
787,12/6/2020, 17:45:00,11402,11402
788,12/6/2020, 18:00:00,17153,17153
789,12/6/2020, 18:15:00,21385,21385
790,12/6/2020, 18:30:00,23708,23708
791,12/6/2020, 18:45:00,20444,20444
792,12/6/2020, 19:00:00,16485,16485
793,12/6/2020, 19:15:00,9327,9327
794,12/6/2020, 19:30:00,9019,9019
795,12/6/2020, 19:45:00,9017,9017
796,12/6/2020, 20:00:00,5911,5911
797,12/6/2020, 20:15:00,4689,4689
798,12/6/2020, 20:30:00,4592,4592
799,12/6/2020, 20:45:00,4127,4127
800,12/6/2020, 21:00:00,3815,3815
801,12/6/2020, 21:15:00,3312,3312
802,12/6/2020, 21:30:00,3214,3214
803,12/6/2020, 21:45:00,4469,4469
804,12/6/2020, 22:00:00,3482,3482
805,12/6/2020, 22:15:00,2533,2533
806,12/6/2020, 22:30:00,2408,2408
807,12/6/2020, 22:45:00,2282,2282
808,12/6/2020, 23:00:00,1999,1999
809,12/6/2020, 23:15:00,1432,1432
810,12/6/2020, 23:30:00,1202,1202
811,12/6/2020, 23:45:00,895,895
812,12/6/2020, 24:00:00,749,749
813,13/06/2020 , 00:15:00,584,584
814,13/06/2020 , 00:30:00,433,433
815,13/06/2020 , 00:45:00,322,322
816,13/06/2020 , 01:00:00,257,257
817,13/06/2020 , 01:15:00,241,241
818,13/06/2020 , 01:30:00,227,227
819,13/06/2020 , 01:45:00,210,210
820,13/06/2020 , 02:00:00,201,201
821,13/06/2020 , 02:15:00,198,198
822,13/06/2020 , 02:30:00,195,195
823,13/06/2020 , 02:45:00,220,220
824,13/06/2020 , 03:00:00,301,301
825,13/06/2020 , 03:15:00,369,369
826,13/06/2020 , 03:30:00,464,464
827,13/06/2020 , 03:45:00,606,606
828,13/06/2020 , 04:00:00,862,862
829,13/06/2020 , 04:15:00,1186,1186
830,13/06/2020 , 04:30:00,1610,1610
831,13/06/2020 , 04:45:00,1918,1918
832,13/06/2020 , 05:00:00,1881,1881
833,13/06/2020 , 05:15:00,2407,2407
834,13/06/2020 , 05:30:00,2779,2779
835,13/06/2020 , 05:45:00,4776,4776
836,13/06/2020 , 06:00:00,4963,4963
837,13/06/2020 , 06:15:00,5426,5426
838,13/06/2020 , 06:30:00,8635,8635
839,13/06/2020 , 06:45:00,10629,10629
840,13/06/2020 , 07:00:00,13144,13144
841,13/06/2020 , 07:15:00,14409,14409
842,13/06/2020 , 07:30:00,14673,14673
843,13/06/2020 , 07:45:00,17972,17972
844,13/06/2020 , 08:00:00,19162,19162
845,13/06/2020 , 08:15:00,11367,11367
846,13/06/2020 , 08:30:00,23057,23057
847,13/06/2020 , 08:45:00,26843,26843
848,13/06/2020 , 09:00:00,23418,23418
849,13/06/2020 , 09:15:00,13879,13879
850,13/06/2020 , 09:30:00,26353,26353
851,13/06/2020 , 09:45:00,32174,32174
852,13/06/2020 , 10:00:00,29882,29882
853,13/06/2020 , 10:15:00,27335,27335
854,13/06/2020 , 10:30:00,28167,28167
855,13/06/2020 , 10:45:00,34116,34116
856,13/06/2020 , 11:00:00,34826,34826
857,13/06/2020 , 11:15:00,33738,33738
858,13/06/2020 , 11:30:00,30277,30277
859,13/06/2020 , 11:45:00,41646,41646
860,13/06/2020 , 12:00:00,24596,24596
861,13/06/2020 , 12:15:00,11855,11855
862,13/06/2020 , 12:30:00,8963,8963
863,13/06/2020 , 12:45:00,9432,9432
864,13/06/2020 , 13:00:00,11710,11710
865,13/06/2020 , 13:15:00,23707,23707
866,13/06/2020 , 13:30:00,31332,31332
867,13/06/2020 , 13:45:00,52678,52678
868,13/06/2020 , 14:00:00,49433,49433
869,13/06/2020 , 14:15:00,42405,42405
870,13/06/2020 , 14:30:00,14668,14668
871,13/06/2020 , 14:45:00,7729,7729
872,13/06/2020 , 15:00:00,9761,9761
873,13/06/2020 , 15:15:00,15537,15537
874,13/06/2020 , 15:30:00,35582,35582
875,13/06/2020 , 15:45:00,41974,41974
876,13/06/2020 , 16:00:00,38052,38052
877,13/06/2020 , 16:15:00,33873,33873
878,13/06/2020 , 16:30:00,11199,11199
879,13/06/2020 , 16:45:00,17263,17263
880,13/06/2020 , 17:00:00,8363,8363
881,13/06/2020 , 17:15:00,2737,2737
882,13/06/2020 , 17:30:00,2243,2243
883,13/06/2020 , 17:45:00,1611,1611
884,13/06/2020 , 18:00:00,1364,1364
885,13/06/2020 , 18:15:00,1442,1442
886,13/06/2020 , 18:30:00,1710,1710
887,13/06/2020 , 18:45:00,1732,1732
888,13/06/2020 , 19:00:00,2287,2287
889,13/06/2020 , 19:15:00,2035,2035
890,13/06/2020 , 19:30:00,1704,1704
891,13/06/2020 , 19:45:00,2354,2354
892,13/06/2020 , 20:00:00,3262,3262
893,13/06/2020 , 20:15:00,3335,3335
894,13/06/2020 , 20:30:00,3716,3716
895,13/06/2020 , 20:45:00,3674,3674
896,13/06/2020 , 21:00:00,3639,3639
897,13/06/2020 , 21:15:00,3765,3765
898,13/06/2020 , 21:30:00,4094,4094
899,13/06/2020 , 21:45:00,4334,4334
900,13/06/2020 , 22:00:00,3454,3454
901,13/06/2020 , 22:15:00,2111,2111
902,13/06/2020 , 22:30:00,1657,1657
903,13/06/2020 , 22:45:00,1409,1409
904,13/06/2020 , 23:00:00,1312,1312
905,13/06/2020 , 23:15:00,1101,1101
906,13/06/2020 , 23:30:00,909,909
907,13/06/2020 , 23:45:00,571,571
908,13/06/2020 , 24:00:00,341,341
909,14/06/2020 , 00:15:00,226,226
910,14/06/2020 , 00:30:00,227,227
911,14/06/2020 , 00:45:00,186,186
912,14/06/2020 , 01:00:00,133,133
913,14/06/2020 , 01:15:00,85,85
914,14/06/2020 , 01:30:00,70,70
915,14/06/2020 , 01:45:00,73,73
916,14/06/2020 , 02:00:00,88,88
917,14/06/2020 , 02:15:00,107,107
918,14/06/2020 , 02:30:00,107,107
919,14/06/2020 , 02:45:00,121,121
920,14/06/2020 , 03:00:00,142,142
921,14/06/2020 , 03:15:00,163,163
922,14/06/2020 , 03:30:00,220,220
923,14/06/2020 , 03:45:00,267,267
924,14/06/2020 , 04:00:00,334,334
925,14/06/2020 , 04:15:00,417,417
926,14/06/2020 , 04:30:00,712,712
927,14/06/2020 , 04:45:00,1052,1052
928,14/06/2020 , 05:00:00,1390,1390
929,14/06/2020 , 05:15:00,1893,1893
930,14/06/2020 , 05:30:00,1973,1973
931,14/06/2020 , 05:45:00,3715,3715
932,14/06/2020 , 06:00:00,4937,4937
933,14/06/2020 , 06:15:00,5426,5426
934,14/06/2020 , 06:30:00,4135,4135
935,14/06/2020 , 06:45:00,5359,5359
936,14/06/2020 , 07:00:00,4801,4801
937,14/06/2020 , 07:15:00,7667,7667
938,14/06/2020 , 07:30:00,7900,7900
939,14/06/2020 , 07:45:00,13225,13225
940,14/06/2020 , 08:00:00,9502,9502
941,14/06/2020 , 08:15:00,16425,16425
942,14/06/2020 , 08:30:00,14067,14067
943,14/06/2020 , 08:45:00,18119,18119
944,14/06/2020 , 09:00:00,10340,10340
945,14/06/2020 , 09:15:00,8491,8491
946,14/06/2020 , 09:30:00,11419,11419
947,14/06/2020 , 09:45:00,12949,12949
948,14/06/2020 , 10:00:00,13276,13276
949,14/06/2020 , 10:15:00,13534,13534
950,14/06/2020 , 10:30:00,15568,15568
951,14/06/2020 , 10:45:00,14051,14051
952,14/06/2020 , 11:00:00,17264,17264
953,14/06/2020 , 11:15:00,14670,14670
954,14/06/2020 , 11:30:00,9409,9409
955,14/06/2020 , 11:45:00,5871,5871
956,14/06/2020 , 12:00:00,3659,3659
957,14/06/2020 , 12:15:00,2718,2718
958,14/06/2020 , 12:30:00,1768,1768
959,14/06/2020 , 12:45:00,1333,1333
960,14/06/2020 , 13:00:00,2145,2145
961,14/06/2020 , 13:15:00,4703,4703
962,14/06/2020 , 13:30:00,7087,7087
963,14/06/2020 , 13:45:00,8514,8514
964,14/06/2020 , 14:00:00,7874,7874
965,14/06/2020 , 14:15:00,8530,8530
966,14/06/2020 , 14:30:00,11394,11394
967,14/06/2020 , 14:45:00,12664,12664
968,14/06/2020 , 15:00:00,13455,13455
969,14/06/2020 , 15:15:00,17464,17464
970,14/06/2020 , 15:30:00,17622,17622
971,14/06/2020 , 15:45:00,29606,29606
972,14/06/2020 , 16:00:00,34819,34819
973,14/06/2020 , 16:15:00,22364,22364
974,14/06/2020 , 16:30:00,9452,9452
975,14/06/2020 , 16:45:00,12680,12680
976,14/06/2020 , 17:00:00,31138,31138
977,14/06/2020 , 17:15:00,30637,30637
978,14/06/2020 , 17:30:00,30465,30465
979,14/06/2020 , 17:45:00,30636,30636
980,14/06/2020 , 18:00:00,30130,30130
981,14/06/2020 , 18:15:00,29070,29070
982,14/06/2020 , 18:30:00,27690,27690
983,14/06/2020 , 18:45:00,26308,26308
984,14/06/2020 , 19:00:00,25042,25042
985,14/06/2020 , 19:15:00,23839,23839
986,14/06/2020 , 19:30:00,22386,22386
987,14/06/2020 , 19:45:00,20863,20863
988,14/06/2020 , 20:00:00,19099,19099
989,14/06/2020 , 20:15:00,17580,17580
990,14/06/2020 , 20:30:00,15990,15990
991,14/06/2020 , 20:45:00,14254,14254
992,14/06/2020 , 21:00:00,12234,12234
993,14/06/2020 , 21:15:00,10149,10149
994,14/06/2020 , 21:30:00,8189,8189
995,14/06/2020 , 21:45:00,6367,6367
996,14/06/2020 , 22:00:00,3796,3796
997,14/06/2020 , 22:15:00,3600,3600
998,14/06/2020 , 22:30:00,2581,2581
999,14/06/2020 , 22:45:00,2214,2214
1000,14/06/2020 , 23:00:00,2162,2162
1001,14/06/2020 , 23:15:00,1723,1723
1002,14/06/2020 , 23:30:00,1616,1616
1003,14/06/2020 , 23:45:00,1421,1421
1004,14/06/2020 , 24:00:00,990,990
1005,15/06/2020 , 00:15:00,472,472
1006,15/06/2020 , 00:30:00,317,317
1007,15/06/2020 , 00:45:00,267,267
1008,15/06/2020 , 01:00:00,185,185
1009,15/06/2020 , 01:15:00,135,135
1010,15/06/2020 , 01:30:00,132,132
1011,15/06/2020 , 01:45:00,135,135
1012,15/06/2020 , 02:00:00,123,123
1013,15/06/2020 , 02:15:00,155,155
1014,15/06/2020 , 02:30:00,191,191
1015,15/06/2020 , 02:45:00,235,235
1016,15/06/2020 , 03:00:00,293,293
1017,15/06/2020 , 03:15:00,377,377
1018,15/06/2020 , 03:30:00,490,490
1019,15/06/2020 , 03:45:00,627,627
1020,15/06/2020 , 04:00:00,786,786
1021,15/06/2020 , 04:15:00,1182,1182
1022,15/06/2020 , 04:30:00,1604,1604
1023,15/06/2020 , 04:45:00,2004,2004
1024,15/06/2020 , 05:00:00,2574,2574
1025,15/06/2020 , 05:15:00,2777,2777
1026,15/06/2020 , 05:30:00,2850,2850
1027,15/06/2020 , 05:45:00,3115,3115
1028,15/06/2020 , 06:00:00,3645,3645
1029,15/06/2020 , 06:15:00,5181,5181
1030,15/06/2020 , 06:30:00,6113,6113
1031,15/06/2020 , 06:45:00,6170,6170
1032,15/06/2020 , 07:00:00,5840,5840
1033,15/06/2020 , 07:15:00,5547,5547
1034,15/06/2020 , 07:30:00,8103,8103
1035,15/06/2020 , 07:45:00,9697,9697
1036,15/06/2020 , 08:00:00,8881,8881
1037,15/06/2020 , 08:15:00,9373,9373
1038,15/06/2020 , 08:30:00,13211,13211
1039,15/06/2020 , 08:45:00,20049,20049
1040,15/06/2020 , 09:00:00,19223,19223
1041,15/06/2020 , 09:15:00,29333,29333
1042,15/06/2020 , 09:30:00,30045,30045
1043,15/06/2020 , 09:45:00,29935,29935
1044,15/06/2020 , 10:00:00,33732,33732
1045,15/06/2020 , 10:15:00,37577,37577
1046,15/06/2020 , 10:30:00,34691,34691
1047,15/06/2020 , 10:45:00,34776,34776
1048,15/06/2020 , 11:00:00,31087,31087
1049,15/06/2020 , 11:15:00,34632,34632
1050,15/06/2020 , 11:30:00,33683,33683
1051,15/06/2020 , 11:45:00,18303,18303
1052,15/06/2020 , 12:00:00,27468,27468
1053,15/06/2020 , 12:15:00,30956,30956
1054,15/06/2020 , 12:30:00,19394,19394
1055,15/06/2020 , 12:45:00,13399,13399
1056,15/06/2020 , 13:00:00,7991,7991
1057,15/06/2020 , 13:15:00,5715,5715
1058,15/06/2020 , 13:30:00,3923,3923
1059,15/06/2020 , 13:45:00,3575,3575
1060,15/06/2020 , 14:00:00,4187,4187
1061,15/06/2020 , 14:15:00,4078,4078
1062,15/06/2020 , 14:30:00,3653,3653
1063,15/06/2020 , 14:45:00,4666,4666
1064,15/06/2020 , 15:00:00,12236,12236
1065,15/06/2020 , 15:15:00,20988,20988
1066,15/06/2020 , 15:30:00,13329,13329
1067,15/06/2020 , 15:45:00,9956,9956
1068,15/06/2020 , 16:00:00,6402,6402
1069,15/06/2020 , 16:15:00,2949,2949
1070,15/06/2020 , 16:30:00,1706,1706
1071,15/06/2020 , 16:45:00,852,852
1072,15/06/2020 , 17:00:00,790,790
1073,15/06/2020 , 17:15:00,878,878
1074,15/06/2020 , 17:30:00,989,989
1075,15/06/2020 , 17:45:00,1239,1239
1076,15/06/2020 , 18:00:00,1807,1807
1077,15/06/2020 , 18:15:00,2250,2250
1078,15/06/2020 , 18:30:00,2076,2076
1079,15/06/2020 , 18:45:00,1780,1780
1080,15/06/2020 , 19:00:00,1784,1784
1081,15/06/2020 , 19:15:00,1997,1997
1082,15/06/2020 , 19:30:00,1896,1896
1083,15/06/2020 , 19:45:00,3161,3161
1084,15/06/2020 , 20:00:00,2941,2941
1085,15/06/2020 , 20:15:00,2299,2299
1086,15/06/2020 , 20:30:00,1851,1851
1087,15/06/2020 , 20:45:00,2056,2056
1088,15/06/2020 , 21:00:00,2558,2558
1089,15/06/2020 , 21:15:00,3295,3295
1090,15/06/2020 , 21:30:00,2356,2356
1091,15/06/2020 , 21:45:00,2335,2335
1092,15/06/2020 , 22:00:00,2291,2291
1093,15/06/2020 , 22:15:00,1532,1532
1094,15/06/2020 , 22:30:00,1189,1189
1095,15/06/2020 , 22:45:00,1026,1026
1096,15/06/2020 , 23:00:00,628,628
1097,15/06/2020 , 23:15:00,254,254
1098,15/06/2020 , 23:30:00,144,144
1099,15/06/2020 , 23:45:00,130,130
1100,15/06/2020 , 24:00:00,130,130
1101,16/06/2020 , 00:15:00,129,129
1102,16/06/2020 , 00:30:00,147,147
1103,16/06/2020 , 00:45:00,118,118
1104,16/06/2020 , 01:00:00,114,114
1105,16/06/2020 , 01:15:00,105,105
1106,16/06/2020 , 01:30:00,97,97
1107,16/06/2020 , 01:45:00,86,86
1108,16/06/2020 , 02:00:00,68,68
1109,16/06/2020 , 02:15:00,66,66
1110,16/06/2020 , 02:30:00,69,69
1111,16/06/2020 , 02:45:00,71,71
1112,16/06/2020 , 03:00:00,82,82
1113,16/06/2020 , 03:15:00,109,109
1114,16/06/2020 , 03:30:00,105,105
1115,16/06/2020 , 03:45:00,72,72
1116,16/06/2020 , 04:00:00,109,109
1117,16/06/2020 , 04:15:00,155,155
1118,16/06/2020 , 04:30:00,184,184
1119,16/06/2020 , 04:45:00,297,297
1120,16/06/2020 , 05:00:00,421,421
1121,16/06/2020 , 05:15:00,644,644
1122,16/06/2020 , 05:30:00,970,970
1123,16/06/2020 , 05:45:00,1282,1282
1124,16/06/2020 , 06:00:00,1809,1809
1125,16/06/2020 , 06:15:00,2324,2324
1126,16/06/2020 , 06:30:00,2386,2386
1127,16/06/2020 , 06:45:00,2252,2252
1128,16/06/2020 , 07:00:00,3002,3002
1129,16/06/2020 , 07:15:00,4712,4712
1130,16/06/2020 , 07:30:00,5638,5638
1131,16/06/2020 , 07:45:00,10505,10505
1132,16/06/2020 , 08:00:00,13352,13352
1133,16/06/2020 , 08:15:00,16343,16343
1134,16/06/2020 , 08:30:00,16401,16401
1135,16/06/2020 , 08:45:00,13745,13745
1136,16/06/2020 , 09:00:00,19504,19504
1137,16/06/2020 , 09:15:00,21853,21853
1138,16/06/2020 , 09:30:00,28239,28239
1139,16/06/2020 , 09:45:00,29915,29915
1140,16/06/2020 , 10:00:00,29607,29607
1141,16/06/2020 , 10:15:00,22062,22062
1142,16/06/2020 , 10:30:00,25404,25404
1143,16/06/2020 , 10:45:00,30158,30158
1144,16/06/2020 , 11:00:00,32997,32997
1145,16/06/2020 , 11:15:00,35199,35199
1146,16/06/2020 , 11:30:00,34845,34845
1147,16/06/2020 , 11:45:00,43718,43718
1148,16/06/2020 , 12:00:00,42303,42303
1149,16/06/2020 , 12:15:00,35350,35350
1150,16/06/2020 , 12:30:00,43228,43228
1151,16/06/2020 , 12:45:00,48022,48022
1152,16/06/2020 , 13:00:00,22514,22514
1153,16/06/2020 , 13:15:00,38405,38405
1154,16/06/2020 , 13:30:00,42634,42634
1155,16/06/2020 , 13:45:00,41906,41906
1156,16/06/2020 , 14:00:00,22212,22212
1157,16/06/2020 , 14:15:00,46068,46068
1158,16/06/2020 , 14:30:00,48136,48136
1159,16/06/2020 , 14:45:00,46953,46953
1160,16/06/2020 , 15:00:00,45726,45726
1161,16/06/2020 , 15:15:00,45402,45402
1162,16/06/2020 , 15:30:00,45632,45632
1163,16/06/2020 , 15:45:00,44238,44238
1164,16/06/2020 , 16:00:00,41031,41031
1165,16/06/2020 , 16:15:00,31830,31830
1166,16/06/2020 , 16:30:00,16150,16150
1167,16/06/2020 , 16:45:00,25165,25165
1168,16/06/2020 , 17:00:00,36053,36053
1169,16/06/2020 , 17:15:00,32752,32752
1170,16/06/2020 , 17:30:00,26222,26222
1171,16/06/2020 , 17:45:00,30876,30876
1172,16/06/2020 , 18:00:00,29845,29845
1173,16/06/2020 , 18:15:00,29285,29285
1174,16/06/2020 , 18:30:00,26111,26111
1175,16/06/2020 , 18:45:00,21780,21780
1176,16/06/2020 , 19:00:00,17211,17211
1177,16/06/2020 , 19:15:00,10521,10521
1178,16/06/2020 , 19:30:00,22733,22733
1179,16/06/2020 , 19:45:00,21646,21646
1180,16/06/2020 , 20:00:00,16853,16853
1181,16/06/2020 , 20:15:00,18260,18260
1182,16/06/2020 , 20:30:00,17539,17539
1183,16/06/2020 , 20:45:00,4716,4716
1184,16/06/2020 , 21:00:00,3514,3514
1185,16/06/2020 , 21:15:00,10204,10204
1186,16/06/2020 , 21:30:00,8193,8193
1187,16/06/2020 , 21:45:00,6566,6566
1188,16/06/2020 , 22:00:00,3431,3431
1189,16/06/2020 , 22:15:00,2263,2263
1190,16/06/2020 , 22:30:00,2152,2152
1191,16/06/2020 , 22:45:00,1747,1747
1192,16/06/2020 , 23:00:00,1496,1496
1193,16/06/2020 , 23:15:00,1282,1282
1194,16/06/2020 , 23:30:00,1081,1081
1195,16/06/2020 , 23:45:00,892,892
1196,16/06/2020 , 24:00:00,718,718
1197,17/06/2020 , 00:15:00,552,552
1198,17/06/2020 , 00:30:00,417,417
1199,17/06/2020 , 00:45:00,331,331
1200,17/06/2020 , 01:00:00,272,272
1201,17/06/2020 , 01:15:00,228,228
1202,17/06/2020 , 01:30:00,199,199
1203,17/06/2020 , 01:45:00,183,183
1204,17/06/2020 , 02:00:00,180,180
1205,17/06/2020 , 02:15:00,186,186
1206,17/06/2020 , 02:30:00,205,205
1207,17/06/2020 , 02:45:00,233,233
1208,17/06/2020 , 03:00:00,282,282
1209,17/06/2020 , 03:15:00,354,354
1210,17/06/2020 , 03:30:00,462,462
1211,17/06/2020 , 03:45:00,623,623
1212,17/06/2020 , 04:00:00,783,783
1213,17/06/2020 , 04:15:00,962,962
1214,17/06/2020 , 04:30:00,1194,1194
1215,17/06/2020 , 04:45:00,1423,1423
1216,17/06/2020 , 05:00:00,1676,1676
1217,17/06/2020 , 05:15:00,1965,1965
1218,17/06/2020 , 05:30:00,2168,2168
1219,17/06/2020 , 05:45:00,3386,3386
1220,17/06/2020 , 06:00:00,4919,4919
1221,17/06/2020 , 06:15:00,6102,6102
1222,17/06/2020 , 06:30:00,8098,8098
1223,17/06/2020 , 06:45:00,7031,7031
1224,17/06/2020 , 07:00:00,10330,10330
1225,17/06/2020 , 07:15:00,6054,6054
1226,17/06/2020 , 07:30:00,4905,4905
1227,17/06/2020 , 07:45:00,10882,10882
1228,17/06/2020 , 08:00:00,15984,15984
1229,17/06/2020 , 08:15:00,13260,13260
1230,17/06/2020 , 08:30:00,9619,9619
1231,17/06/2020 , 08:45:00,8059,8059
1232,17/06/2020 , 09:00:00,12545,12545
1233,17/06/2020 , 09:15:00,24047,24047
1234,17/06/2020 , 09:30:00,28986,28986
1235,17/06/2020 , 09:45:00,31070,31070
1236,17/06/2020 , 10:00:00,29977,29977
1237,17/06/2020 , 10:15:00,32647,32647
1238,17/06/2020 , 10:30:00,33921,33921
1239,17/06/2020 , 10:45:00,35162,35162
1240,17/06/2020 , 11:00:00,36366,36366
1241,17/06/2020 , 11:15:00,37452,37452
1242,17/06/2020 , 11:30:00,38562,38562
1243,17/06/2020 , 11:45:00,39834,39834
1244,17/06/2020 , 12:00:00,41070,41070
1245,17/06/2020 , 12:15:00,41278,41278
1246,17/06/2020 , 12:30:00,39470,39470
1247,17/06/2020 , 12:45:00,35920,35920
1248,17/06/2020 , 13:00:00,42635,42635
1249,17/06/2020 , 13:15:00,44567,44567
1250,17/06/2020 , 13:30:00,44390,44390
1251,17/06/2020 , 13:45:00,44349,44349
1252,17/06/2020 , 14:00:00,44470,44470
