Site Name ,POKE
Site Number ,125
Logger ,Integrating Light Sensor
Logger Serial Number ,11619


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

489,11/06/2022 , 19:00:00,8523,8523
490,11/06/2022 , 19:15:00,6938,6938
491,11/06/2022 , 19:30:00,5690,5690
492,11/06/2022 , 19:45:00,7917,7917
493,11/06/2022 , 20:00:00,9234,9234
494,11/06/2022 , 20:15:00,5917,5917
495,11/06/2022 , 20:30:00,4630,4630
496,11/06/2022 , 20:45:00,2255,2255
497,11/06/2022 , 21:00:00,1396,1396
498,11/06/2022 , 21:15:00,1400,1400
499,11/06/2022 , 21:30:00,1421,1421
500,11/06/2022 , 21:45:00,1505,1505
501,11/06/2022 , 22:00:00,1123,1123
502,11/06/2022 , 22:15:00,446,446
503,11/06/2022 , 22:30:00,573,573
504,11/06/2022 , 22:45:00,492,492
505,11/06/2022 , 23:00:00,541,541
506,11/06/2022 , 23:15:00,677,677
507,11/06/2022 , 23:30:00,474,474
508,11/06/2022 , 23:45:00,539,539
509,11/06/2022 , 24:00:00,430,430
510,12/06/2022 , 00:15:00,318,318
511,12/06/2022 , 00:30:00,235,235
512,12/06/2022 , 00:45:00,188,188
513,12/06/2022 , 01:00:00,152,152
514,12/06/2022 , 01:15:00,122,122
515,12/06/2022 , 01:30:00,106,106
516,12/06/2022 , 01:45:00,98,98
517,12/06/2022 , 02:00:00,97,97
518,12/06/2022 , 02:15:00,100,100
519,12/06/2022 , 02:30:00,96,96
520,12/06/2022 , 02:45:00,100,100
521,12/06/2022 , 03:00:00,109,109
522,12/06/2022 , 03:15:00,139,139
523,12/06/2022 , 03:30:00,226,226
524,12/06/2022 , 03:45:00,285,285
525,12/06/2022 , 04:00:00,325,325
526,12/06/2022 , 04:15:00,433,433
527,12/06/2022 , 04:30:00,445,445
528,12/06/2022 , 04:45:00,514,514
529,12/06/2022 , 05:00:00,668,668
530,12/06/2022 , 05:15:00,822,822
531,12/06/2022 , 05:30:00,951,951
532,12/06/2022 , 05:45:00,1005,1005
533,12/06/2022 , 06:00:00,1295,1295
534,12/06/2022 , 06:15:00,1652,1652
535,12/06/2022 , 06:30:00,1775,1775
536,12/06/2022 , 06:45:00,1588,1588
537,12/06/2022 , 07:00:00,1809,1809
538,12/06/2022 , 07:15:00,3081,3081
539,12/06/2022 , 07:30:00,4619,4619
540,12/06/2022 , 07:45:00,5499,5499
541,12/06/2022 , 08:00:00,4930,4930
542,12/06/2022 , 08:15:00,5372,5372
543,12/06/2022 , 08:30:00,6392,6392
544,12/06/2022 , 08:45:00,6364,6364
545,12/06/2022 , 09:00:00,6146,6146
546,12/06/2022 , 09:15:00,7631,7631
547,12/06/2022 , 09:30:00,9765,9765
548,12/06/2022 , 09:45:00,10683,10683
549,12/06/2022 , 10:00:00,10657,10657
550,12/06/2022 , 10:15:00,11556,11556
551,12/06/2022 , 10:30:00,12990,12990
552,12/06/2022 , 10:45:00,13950,13950
553,12/06/2022 , 11:00:00,14790,14790
554,12/06/2022 , 11:15:00,16409,16409
555,12/06/2022 , 11:30:00,18131,18131
556,12/06/2022 , 11:45:00,19417,19417
557,12/06/2022 , 12:00:00,18515,18515
558,12/06/2022 , 12:15:00,19529,19529
559,12/06/2022 , 12:30:00,20379,20379
560,12/06/2022 , 12:45:00,21749,21749
561,12/06/2022 , 13:00:00,22868,22868
562,12/06/2022 , 13:15:00,23248,23248
563,12/06/2022 , 13:30:00,23816,23816
564,12/06/2022 , 13:45:00,21869,21869
565,12/06/2022 , 14:00:00,22579,22579
566,12/06/2022 , 14:15:00,23180,23180
567,12/06/2022 , 14:30:00,23504,23504
568,12/06/2022 , 14:45:00,23242,23242
569,12/06/2022 , 15:00:00,22941,22941
570,12/06/2022 , 15:15:00,22830,22830
571,12/06/2022 , 15:30:00,22958,22958
572,12/06/2022 , 15:45:00,22870,22870
573,12/06/2022 , 16:00:00,22531,22531
574,12/06/2022 , 16:15:00,22530,22530
575,12/06/2022 , 16:30:00,22119,22119
576,12/06/2022 , 16:45:00,21044,21044
577,12/06/2022 , 17:00:00,21142,21142
578,12/06/2022 , 17:15:00,20818,20818
579,12/06/2022 , 17:30:00,19299,19299
580,12/06/2022 , 17:45:00,18200,18200
581,12/06/2022 , 18:00:00,17839,17839
582,12/06/2022 , 18:15:00,16657,16657
583,12/06/2022 , 18:30:00,15129,15129
584,12/06/2022 , 18:45:00,13573,13573
585,12/06/2022 , 19:00:00,12839,12839
586,12/06/2022 , 19:15:00,12136,12136
587,12/06/2022 , 19:30:00,10979,10979
588,12/06/2022 , 19:45:00,9641,9641
589,12/06/2022 , 20:00:00,8640,8640
590,12/06/2022 , 20:15:00,7688,7688
591,12/06/2022 , 20:30:00,7015,7015
592,12/06/2022 , 20:45:00,6031,6031
593,12/06/2022 , 21:00:00,5054,5054
594,12/06/2022 , 21:15:00,4340,4340
